HH-pol,HV-pol,SM1 (%),Crop Name,label,NDVI,DpRVI,Depolarization_Rate
-14.32589,-18.3308,5.8,Fallow,Low,0.329648226499558,0.6916512394203587,0.3976573371478881
-12.17004,-15.89186,3.4,Fallow,Low,0.125854447484016,0.7163387426474662,0.4244416556995436
-10.30995,-18.01309,3.73333333333333,Fallow,Low,0.181321412324905,0.39314630313775656,0.16970162461669944
-10.97115,-19.15121,5.8,Fallow,Low,0.142996102571487,0.36111273720411147,0.15205265227371567
-10.79507,-18.25691,5.9,Fallow,Low,0.290111929178238,0.41005349559939036,0.17939734029393894
-10.51529,-17.58019,4.9,Fallow,Low,0.137164041399956,0.4388538693248535,0.19656672412201578
-11.15279,-18.58536,8.9,Fallow,Medium,0.731897532939911,0.4121356702919097,0.18061050211150467
-12.51155,-16.91809,4.1,Maize,Low,0.120585702359676,0.6566276276144178,0.3625317103925967
-9.56054,-14.20705,5.0,Fallow,Low,0.0936073064804077,0.635785982500832,0.3430433461982775
-9.97564,-17.33197,21.7,Fallow,High,0.0988700538873672,0.41759056115323345,0.183809096366891
-12.70208,-21.24128,6.0,Fallow,Low,0.0879940316081047,0.338228034192586,0.13998451598320025
-8.70931,-15.94359,5.7,Fallow,Low,0.105095542967319,0.4264167984261878,0.1890479620502262
-8.82938,-20.02662,4.93333333333333,Fallow,Low,0.151490405201912,0.20169745237434428,0.07590598145266601
-12.36847,-17.67123,6.6,Fallow,Low,0.078248880803585,0.5795297826190254,0.29493342892409286
-9.98334,-20.29229,4.5,Fallow,Low,0.0758998468518257,0.24107789272045513,0.09313330179702185
-11.12333,-22.18016,4.9,Fallow,Low,0.106976747512817,0.207530618100791,0.07840016920689158
-10.66911,-18.22038,6.5,Fallow,Low,0.111806102097034,0.40373348694170746,0.1757409622489252
-11.66468,-20.84065,6.7,Fallow,Low,0.0930460318922996,0.3002985523389141,0.12089351362125257
-11.27748,-18.23177,1.3,Fallow,Low,0.202956229448318,0.4470913781538833,0.20163735876154518
-9.71333,-14.93049,1.5,Fallow,Low,0.223995596170425,0.5867861621504872,0.3008042721513527
-12.87783,-17.31876,5.5,Fallow,Low,0.124493926763535,0.6536351749952023,0.35967230653206717
-11.93946,-16.6588,6.6,Fallow,Low,0.119734972715378,0.6294823059536561,0.3373385703140152
-11.75839,-16.83139,4.73333333333333,Fallow,Low,0.136295557022095,0.5990689014395467,0.31095675818498014
-10.72236,-17.07624,6.7,Fallow,Low,0.10122038424015,0.49332004404489077,0.23153252071596167
-8.76442,-20.7882,5.1,Fallow,Low,0.0968224331736564,0.17016510815623606,0.06275119489852375
-12.13231,-19.25582,4.5,Fallow,Low,0.0884157344698906,0.4345258388301212,0.1939317873048522
-9.63208,-18.72573,12.3,Fallow,Medium,0.107269152998924,0.3050115150484291,0.12320689135912909
-8.37543,-19.00868,5.46666666666667,Fallow,Low,0.0840602666139602,0.22600942888765221,0.08643208706853245
-10.17586,-19.2662,5.8,Fallow,Low,0.249140053987503,0.30520219804747906,0.12330082998282152
-12.2818,-18.61947,24.8,Fallow,High,0.140240415930748,0.49460177696556085,0.23239832843945568
-9.11226,-17.7916,10.7,Fallow,Medium,0.136817380785942,0.32958979846857983,0.1355395376970903
-10.8465,-17.73043,5.0,Fallow,Low,0.0949345827102661,0.4523780354354235,0.20493068890385055
-8.68175,-17.82693,5.9,Fallow,Low,0.206880077719688,0.30205473191125115,0.1217536529133171
-13.66941,-17.14915,31.9,Fallow,Very High,0.285302579402924,0.7373781677727087,0.4487722558728993
-15.03101,-20.1679,5.4,Fallow,Low,0.185598373413086,0.5936161087680749,0.30641569031252686
-13.244,-19.5706,4.7,Fallow,Low,0.140208572149277,0.4954780516042883,0.23299145848906275
-11.22909,-17.73561,1.9,Fallow,Low,0.0765492096543312,0.4813343603976341,0.2235362700645654
-15.27264,-18.05136,2.13333333333333,Fallow,Low,0.095238097012043,0.7974137108358799,0.5273852752516214
-8.04853,-17.97629,23.3,Fallow,High,0.165991902351379,0.25984347199493457,0.10167729878656422
-10.66532,-15.91695,7.1,Fallow,Low,0.120208412408829,0.5838606577205189,0.2984262351266327
-10.26165,-19.33342,5.2,Fallow,Low,0.0954616591334343,0.3062736740082607,0.12382918084844594
-9.21452,-15.38738,5.7,Fallow,Low,0.164367809891701,0.5077272364465183,0.2413870682115848
-10.16959,-19.17929,5.16666666666667,Fallow,Low,0.119605422019959,0.3098759303377109,0.125611673016777
-11.8137,-18.54244,5.5,Fallow,Low,0.208906888961792,0.46416444088799175,0.2123860559200641
-11.95471,-20.28526,3.6,Fallow,Low,0.0749692767858505,0.35139285252812663,0.1468740261396638
-9.54902,-17.59835,6.2,Fallow,Low,0.164853557944298,0.36970836833322207,0.1566992796456736
