HH-pol,HV-pol,cross_pol_ratio,month_sin,month_cos,crop_encoded,SM1 (%),Crop Name,label
-9.15293,-16.9023,7.749370000000001,1.2246467991473532e-16,-1.0,5,7.5,Fallow,Low
-9.37779,-18.77598,9.398190000000001,1.2246467991473532e-16,-1.0,5,7.7,Fallow,Low
-10.19527,-21.27054,11.07527,1.2246467991473532e-16,-1.0,5,6.53333333333333,Fallow,Low
-13.58312,-19.5702,5.987080000000001,1.2246467991473532e-16,-1.0,5,10.1,Fallow,Medium
-7.60856,-17.88892,10.280359999999998,1.2246467991473532e-16,-1.0,5,7.3,Fallow,Low
-11.93629,-20.25759,8.3213,1.2246467991473532e-16,-1.0,5,5.7,Fallow,Low
-10.76908,-18.3809,7.61182,1.2246467991473532e-16,-1.0,5,10.9,Fallow,Medium
-10.11747,-17.90145,7.78398,1.2246467991473532e-16,-1.0,5,11.1666666666667,Fallow,Medium
-9.63513,-14.17819,4.5430600000000005,1.2246467991473532e-16,-1.0,5,7.2,Fallow,Low
-10.83231,-19.34392,8.511610000000001,1.2246467991473532e-16,-1.0,5,12.2,Fallow,Medium
-12.4923,-17.70054,5.20824,1.2246467991473532e-16,-1.0,5,3.6,Fallow,Low
-13.35141,-18.0166,4.665190000000001,1.2246467991473532e-16,-1.0,5,3.5,Fallow,Low
-12.41044,-19.67101,7.2605699999999995,1.2246467991473532e-16,-1.0,5,5.0,Fallow,Low
-11.44702,-19.2646,7.817580000000001,1.2246467991473532e-16,-1.0,5,4.1,Fallow,Low
-11.85436,-17.14774,5.293379999999999,1.2246467991473532e-16,-1.0,5,2.0,Fallow,Low
-9.85575,-18.12351,8.267759999999999,1.2246467991473532e-16,-1.0,5,3.3,Fallow,Low
-8.82562,-17.03471,8.20909,1.2246467991473532e-16,-1.0,5,26.5,Fallow,High
-12.17636,-19.5592,7.38284,1.2246467991473532e-16,-1.0,5,3.56666666666667,Fallow,Low
-8.50558,-15.9439,7.438319999999999,1.2246467991473532e-16,-1.0,5,3.5,Fallow,Low
-9.61547,-16.58741,6.971939999999998,1.2246467991473532e-16,-1.0,19,9.7,Perl Millet,Low
-8.48319,-14.92623,6.44304,1.2246467991473532e-16,-1.0,19,8.1,Perl Millet,Low
-9.25361,-16.75519,7.501579999999999,1.2246467991473532e-16,-1.0,5,4.2,Fallow,Low
-7.76838,-15.93639,8.168009999999999,1.2246467991473532e-16,-1.0,19,9.8,Perl Millet,Low
-10.4109,-17.86766,7.456760000000001,1.2246467991473532e-16,-1.0,5,2.3,Fallow,Low
-11.28137,-19.2223,7.94093,1.2246467991473532e-16,-1.0,5,3.8,Fallow,Low
-14.32589,-18.3308,4.004910000000001,1.2246467991473532e-16,-1.0,5,5.8,Fallow,Low
-12.17004,-15.89186,3.7218199999999992,1.2246467991473532e-16,-1.0,5,3.4,Fallow,Low
-10.30995,-18.01309,7.703139999999998,1.2246467991473532e-16,-1.0,5,3.73333333333333,Fallow,Low
-10.97115,-19.15121,8.18006,1.2246467991473532e-16,-1.0,5,5.8,Fallow,Low
-10.79507,-18.25691,7.4618400000000005,1.2246467991473532e-16,-1.0,5,5.9,Fallow,Low
-10.51529,-17.58019,7.0649000000000015,1.2246467991473532e-16,-1.0,5,4.9,Fallow,Low
-11.15279,-18.58536,7.432570000000002,1.2246467991473532e-16,-1.0,5,8.9,Fallow,Low
-12.51155,-16.91809,4.40654,1.2246467991473532e-16,-1.0,14,4.1,Maize,Low
-9.56054,-14.20705,4.646510000000001,1.2246467991473532e-16,-1.0,5,5.0,Fallow,Low
-9.97564,-17.33197,7.356329999999998,1.2246467991473532e-16,-1.0,5,21.7,Fallow,Medium
-12.70208,-21.24128,8.5392,1.2246467991473532e-16,-1.0,5,6.0,Fallow,Low
-8.70931,-15.94359,7.23428,1.2246467991473532e-16,-1.0,5,5.7,Fallow,Low
-8.82938,-20.02662,11.19724,1.2246467991473532e-16,-1.0,5,4.93333333333333,Fallow,Low
-12.36847,-17.67123,5.302760000000001,1.2246467991473532e-16,-1.0,5,6.6,Fallow,Low
-9.98334,-20.29229,10.308950000000001,1.2246467991473532e-16,-1.0,5,4.5,Fallow,Low
-11.12333,-22.18016,11.056830000000001,1.2246467991473532e-16,-1.0,5,4.9,Fallow,Low
-10.66911,-18.22038,7.551269999999999,1.2246467991473532e-16,-1.0,5,6.5,Fallow,Low
-11.66468,-20.84065,9.17597,1.2246467991473532e-16,-1.0,5,6.7,Fallow,Low
-11.27748,-18.23177,6.95429,1.2246467991473532e-16,-1.0,5,1.3,Fallow,Low
-9.71333,-14.93049,5.217160000000002,1.2246467991473532e-16,-1.0,5,1.5,Fallow,Low
-12.87783,-17.31876,4.440930000000002,1.2246467991473532e-16,-1.0,5,5.5,Fallow,Low
-11.93946,-16.6588,4.719339999999999,1.2246467991473532e-16,-1.0,5,6.6,Fallow,Low
-11.75839,-16.83139,5.072999999999999,1.2246467991473532e-16,-1.0,5,4.73333333333333,Fallow,Low
-10.72236,-17.07624,6.353879999999998,1.2246467991473532e-16,-1.0,5,6.7,Fallow,Low
-8.76442,-20.7882,12.02378,1.2246467991473532e-16,-1.0,5,5.1,Fallow,Low
-12.13231,-19.25582,7.12351,1.2246467991473532e-16,-1.0,5,4.5,Fallow,Low
-9.63208,-18.72573,9.093649999999998,1.2246467991473532e-16,-1.0,5,12.3,Fallow,Medium
-8.37543,-19.00868,10.633249999999999,1.2246467991473532e-16,-1.0,5,5.46666666666667,Fallow,Low
-10.17586,-19.2662,9.090340000000001,1.2246467991473532e-16,-1.0,5,5.8,Fallow,Low
-12.2818,-18.61947,6.337669999999999,1.2246467991473532e-16,-1.0,5,24.8,Fallow,High
-9.11226,-17.7916,8.67934,1.2246467991473532e-16,-1.0,5,10.7,Fallow,Medium
-10.8465,-17.73043,6.883929999999998,1.2246467991473532e-16,-1.0,5,5.0,Fallow,Low
-8.68175,-17.82693,9.145180000000002,1.2246467991473532e-16,-1.0,5,5.9,Fallow,Low
-13.66941,-17.14915,3.4797399999999996,1.2246467991473532e-16,-1.0,5,31.9,Fallow,High
-15.03101,-20.1679,5.136889999999999,1.2246467991473532e-16,-1.0,5,5.4,Fallow,Low
-13.244,-19.5706,6.326599999999999,1.2246467991473532e-16,-1.0,5,4.7,Fallow,Low
-11.22909,-17.73561,6.506520000000002,1.2246467991473532e-16,-1.0,5,1.9,Fallow,Low
-15.27264,-18.05136,2.778719999999998,1.2246467991473532e-16,-1.0,5,2.13333333333333,Fallow,Low
-8.04853,-17.97629,9.92776,1.2246467991473532e-16,-1.0,5,23.3,Fallow,Medium
-10.66532,-15.91695,5.2516300000000005,1.2246467991473532e-16,-1.0,5,7.1,Fallow,Low
-10.26165,-19.33342,9.07177,1.2246467991473532e-16,-1.0,5,5.2,Fallow,Low
-9.21452,-15.38738,6.17286,1.2246467991473532e-16,-1.0,5,5.7,Fallow,Low
