VH-pol,VV-pol,cross_pol_ratio,month_sin,month_cos,crop_encoded,SM1 (%),Crop Name,label
-17.3223,-9.6936,-7.6286999999999985,1.2246467991473532e-16,-1.0,2,12.166666666666666,Fallow,Medium
-16.0042,-9.49041,-6.51379,1.2246467991473532e-16,-1.0,2,14.7,Fallow,Medium
-16.8308,-9.67217,-7.1586300000000005,1.2246467991473532e-16,-1.0,2,22.7,Fallow,Medium
-18.9629,-11.1832,-7.779700000000002,1.2246467991473532e-16,-1.0,2,10.6,Fallow,Low
-16.2654,-8.59556,-7.669839999999999,1.2246467991473532e-16,-1.0,2,9.5,Fallow,Low
-17.3359,-9.14075,-8.195149999999998,1.2246467991473532e-16,-1.0,2,10.766666666666666,Fallow,Low
-17.0662,-9.65824,-7.407959999999999,1.2246467991473532e-16,-1.0,2,17.3,Fallow,Medium
-20.0138,-11.7319,-8.2819,1.2246467991473532e-16,-1.0,2,11.3,Fallow,Low
-19.9058,-11.9251,-7.980699999999999,1.2246467991473532e-16,-1.0,2,14.4,Fallow,Medium
-18.9276,-12.3338,-6.593800000000002,1.2246467991473532e-16,-1.0,2,14.2,Fallow,Medium
-19.7375,-12.5161,-7.221400000000001,1.2246467991473532e-16,-1.0,2,14.666666666666666,Fallow,Medium
-16.8123,-10.8008,-6.0115,-0.4999999999999997,-0.8660254037844388,11,45.5,Paddy,Very High
-18.7505,-11.2861,-7.4643999999999995,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-18.4592,-11.5063,-6.9529,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-17.2443,-8.38866,-8.85564,-0.4999999999999997,-0.8660254037844388,7,30.7,Lemon,High
-19.2454,-10.4366,-8.8088,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-18.613,-11.7373,-6.8757,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-18.2166,-13.3057,-4.9109,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-19.6047,-10.6024,-9.002300000000002,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-19.5927,-10.6068,-8.9859,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-18.5669,-13.4135,-5.1533999999999995,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-16.6916,-11.0964,-5.595200000000002,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-18.1938,-9.94558,-8.24822,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-16.0028,-10.6174,-5.385400000000001,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-18.1056,-12.9511,-5.154499999999999,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-19.9937,-13.5196,-6.4741,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-18.8781,-9.89016,-8.98794,-0.4999999999999997,-0.8660254037844388,2,50.0,Fallow,Very High
-20.9232,-12.9783,-7.9449000000000005,-0.4999999999999997,-0.8660254037844388,2,50.0,Fallow,Very High
-20.2618,-13.3706,-6.891200000000001,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-16.5413,-10.2027,-6.3386,-0.4999999999999997,-0.8660254037844388,2,41.8,Fallow,Very High
-19.1364,-11.8469,-7.2894999999999985,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-19.6163,-15.4647,-4.151599999999998,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-20.6366,-16.1361,-4.500500000000002,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-22.1662,-17.2024,-4.963799999999999,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-18.4534,-14.1075,-4.3458999999999985,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-21.7068,-17.2914,-4.415400000000002,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-18.5477,-12.8476,-5.700099999999999,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-17.3157,-14.5742,-2.7415000000000003,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-21.4144,-12.9489,-8.4655,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-18.9277,-12.8004,-6.127300000000002,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-20.3129,-15.0513,-5.2616,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-20.5413,-15.9974,-4.543899999999999,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-18.758,-15.0906,-3.667399999999999,-0.4999999999999997,-0.8660254037844388,2,50.0,Fallow,Very High
-17.1305,-12.6433,-4.487200000000001,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-22.6658,-16.6765,-5.9893,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-18.4856,-13.2109,-5.274700000000001,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-17.2914,-11.7738,-5.5176,-0.4999999999999997,-0.8660254037844388,11,38.9,Paddy,High
-17.2264,-11.8226,-5.403800000000002,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-16.4454,-11.1538,-5.291599999999999,-0.4999999999999997,-0.8660254037844388,5,43.4,Jowar,Very High
-16.928,-12.0504,-4.877600000000001,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-21.9206,-13.0321,-8.8885,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-18.8491,-14.5295,-4.319599999999999,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-21.9643,-16.5343,-5.43,-0.4999999999999997,-0.8660254037844388,2,50.0,Fallow,Very High
-23.4831,-17.5585,-5.924600000000002,-0.4999999999999997,-0.8660254037844388,2,50.0,Fallow,Very High
-23.0085,-17.5499,-5.458600000000001,-0.4999999999999997,-0.8660254037844388,2,50.0,Fallow,Very High
-23.1995,-18.2326,-4.966899999999999,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-20.1016,-8.33622,-11.76538,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-17.8025,-12.4814,-5.321099999999998,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-18.8612,-13.1189,-5.7423,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-20.5371,-12.5381,-7.998999999999999,-0.4999999999999997,-0.8660254037844388,2,50.0,Fallow,Very High
-17.7452,-11.2684,-6.476800000000001,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-16.4233,-10.1601,-6.263200000000001,-0.4999999999999997,-0.8660254037844388,2,43.7,Fallow,Very High
-19.5016,-12.1787,-7.322900000000001,-0.4999999999999997,-0.8660254037844388,2,50.0,Fallow,Very High
-16.1824,-9.4446,-6.737800000000002,-0.4999999999999997,-0.8660254037844388,6,19.3,Kshan,Medium
-17.3756,-10.5756,-6.799999999999999,-0.4999999999999997,-0.8660254037844388,6,23.1,Kshan,Medium
-19.1032,-12.5991,-6.504100000000001,-0.4999999999999997,-0.8660254037844388,2,23.8,Fallow,Medium
-17.3998,-12.966,-4.4338,-0.4999999999999997,-0.8660254037844388,2,25.2,Fallow,High
-18.3807,-12.1193,-6.2614,-0.4999999999999997,-0.8660254037844388,2,24.333333333333332,Fallow,High
-15.0812,-10.3548,-4.726400000000002,-0.4999999999999997,-0.8660254037844388,2,26.7,Fallow,High
-14.8415,-10.2401,-4.6014,-0.4999999999999997,-0.8660254037844388,2,36.7,Fallow,High
-13.3331,-8.76673,-4.566369999999999,-0.4999999999999997,-0.8660254037844388,2,29.0,Fallow,High
-14.755,-9.20721,-5.547790000000001,-0.4999999999999997,-0.8660254037844388,5,37.0,Jowar,High
-13.6236,-9.89965,-3.7239500000000003,-0.4999999999999997,-0.8660254037844388,2,31.6,Fallow,High
-14.4024,-9.19687,-5.2055299999999995,-0.4999999999999997,-0.8660254037844388,2,33.5,Fallow,High
-13.8858,-9.90544,-3.9803599999999992,-0.4999999999999997,-0.8660254037844388,2,32.3,Fallow,High
-15.8003,-9.20369,-6.59661,-0.4999999999999997,-0.8660254037844388,2,31.2,Fallow,High
-16.5785,-9.14288,-7.435619999999998,-0.4999999999999997,-0.8660254037844388,2,41.9,Fallow,Very High
-14.2688,-8.5486,-5.7202,-0.4999999999999997,-0.8660254037844388,2,31.566666666666666,Fallow,High
-16.0906,-10.1411,-5.949499999999999,-0.4999999999999997,-0.8660254037844388,2,27.6,Fallow,High
-17.0205,-11.3139,-5.706599999999998,-0.4999999999999997,-0.8660254037844388,2,28.3,Fallow,High
-17.9242,-10.3256,-7.598599999999999,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-17.2983,-10.8842,-6.414100000000001,-0.4999999999999997,-0.8660254037844388,2,34.9,Fallow,High
-17.0825,-11.5819,-5.5006,-0.4999999999999997,-0.8660254037844388,11,27.633333333333333,Paddy,High
-8.7791,-6.75152,-2.0275799999999995,-0.4999999999999997,-0.8660254037844388,2,37.8,Fallow,High
-16.4751,-10.3543,-6.120800000000001,-0.4999999999999997,-0.8660254037844388,13,32.6,Pearl Millet,High
-18.793,-11.3358,-7.4571999999999985,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-15.6244,-10.2674,-5.356999999999999,-0.4999999999999997,-0.8660254037844388,5,29.2,Jowar,High
-16.6265,-10.6129,-6.0136,-0.4999999999999997,-0.8660254037844388,13,31.733333333333334,Pearl Millet,High
-14.6097,-9.57017,-5.039530000000001,-0.4999999999999997,-0.8660254037844388,2,37.7,Fallow,High
-18.122,-12.0623,-6.059699999999999,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-15.9379,-9.49841,-6.439490000000001,-0.4999999999999997,-0.8660254037844388,2,39.1,Fallow,Very High
-14.8408,-10.0328,-4.808,-0.4999999999999997,-0.8660254037844388,2,36.6,Fallow,High
-15.0056,-9.62244,-5.38316,-0.4999999999999997,-0.8660254037844388,2,37.5,Fallow,High
-17.9983,-10.148,-7.850300000000001,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-18.644,-12.845,-5.798999999999998,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-18.4504,-10.2294,-8.220999999999998,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-18.0939,-12.1814,-5.912500000000001,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-19.647,-11.642,-8.004999999999999,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-18.5166,-12.3627,-6.1539,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-18.64,-12.5525,-6.0875,-0.4999999999999997,-0.8660254037844388,2,50.0,Fallow,Very High
-19.0266,-11.7399,-7.286699999999998,-0.4999999999999997,-0.8660254037844388,11,31.1,Paddy,High
-19.0489,-11.5372,-7.511699999999999,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-17.1712,-11.0701,-6.101099999999999,-0.4999999999999997,-0.8660254037844388,11,39.7,Paddy,Very High
-17.257,-10.3801,-6.876900000000001,-0.4999999999999997,-0.8660254037844388,2,27.7,Fallow,High
-18.233,-11.0806,-7.1524,-0.4999999999999997,-0.8660254037844388,2,31.0,Fallow,High
-19.7968,-11.0816,-8.715200000000001,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-17.1566,-11.0795,-6.0771000000000015,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-17.658,-12.2769,-5.381100000000002,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-15.4622,-9.08543,-6.376769999999999,-0.4999999999999997,-0.8660254037844388,2,36.3,Fallow,High
-17.6845,-10.7461,-6.9384,-0.4999999999999997,-0.8660254037844388,2,50.0,Fallow,Very High
-15.8229,-9.74802,-6.07488,-0.4999999999999997,-0.8660254037844388,2,35.166666666666664,Fallow,High
-17.6456,-12.0167,-5.628900000000002,-0.4999999999999997,-0.8660254037844388,11,50.0,Paddy,Very High
-19.5096,-12.1841,-7.325499999999998,-0.4999999999999997,-0.8660254037844388,2,36.1,Fallow,High
-18.8874,-11.462,-7.4254,-0.4999999999999997,-0.8660254037844388,2,35.2,Fallow,High
-17.9178,-10.2822,-7.6356,-0.4999999999999997,-0.8660254037844388,2,40.9,Fallow,Very High
-18.1066,-11.2158,-6.8908000000000005,-0.4999999999999997,-0.8660254037844388,2,40.86666666666667,Fallow,Very High
-16.3756,-10.5905,-5.785099999999998,-0.8660254037844384,-0.5000000000000004,2,30.5,Fallow,High
-16.2443,-10.6348,-5.609499999999999,-0.8660254037844384,-0.5000000000000004,11,46.9,Paddy,Very High
-17.373,-10.7693,-6.603700000000002,-0.8660254037844384,-0.5000000000000004,11,50.0,Paddy,Very High
-16.8214,-9.81682,-7.004580000000001,-0.8660254037844384,-0.5000000000000004,7,18.1,Lemon,Medium
-17.5966,-10.7898,-6.806799999999999,-0.8660254037844384,-0.5000000000000004,11,50.0,Paddy,Very High
-16.0037,-10.8095,-5.194199999999999,-0.8660254037844384,-0.5000000000000004,11,34.4,Paddy,High
-16.6374,-10.6263,-6.011099999999999,-0.8660254037844384,-0.5000000000000004,11,41.1,Paddy,Very High
-16.3289,-11.6188,-4.710100000000001,-0.8660254037844384,-0.5000000000000004,11,43.0,Paddy,Very High
-16.3675,-11.2353,-5.132199999999999,-0.8660254037844384,-0.5000000000000004,11,46.7,Paddy,Very High
-15.6786,-11.3992,-4.279399999999999,-0.8660254037844384,-0.5000000000000004,11,41.13333333333333,Paddy,Very High
-14.1615,-9.40932,-4.752180000000001,-0.8660254037844384,-0.5000000000000004,11,50.0,Paddy,Very High
-15.9626,-10.0939,-5.8687000000000005,-0.8660254037844384,-0.5000000000000004,11,50.0,Paddy,Very High
-16.1883,-9.50853,-6.679770000000001,-0.8660254037844384,-0.5000000000000004,11,36.4,Paddy,High
-14.8537,-9.87184,-4.981859999999999,-0.8660254037844384,-0.5000000000000004,11,24.6,Paddy,High
-15.6304,-9.83812,-5.79228,-0.8660254037844384,-0.5000000000000004,11,43.96666666666667,Paddy,Very High
-14.5977,-10.4779,-4.1198,-0.8660254037844384,-0.5000000000000004,11,47.9,Paddy,Very High
-17.505,-10.6884,-6.816599999999999,-0.8660254037844384,-0.5000000000000004,11,44.3,Paddy,Very High
-15.255,-10.8405,-4.4145,-0.8660254037844384,-0.5000000000000004,11,52.5,Paddy,Very High
-14.6196,-10.198,-4.4216,-0.8660254037844384,-0.5000000000000004,2,41.1,Fallow,Very High
-14.6196,-10.198,-4.4216,-0.8660254037844384,-0.5000000000000004,11,37.36666666666667,Paddy,High
-17.4633,-11.6991,-5.764200000000001,-0.8660254037844384,-0.5000000000000004,11,38.5,Paddy,High
-17.8892,-12.3168,-5.572399999999998,-0.8660254037844384,-0.5000000000000004,11,33.8,Paddy,High
-17.3874,-13.0761,-4.311299999999999,-0.8660254037844384,-0.5000000000000004,11,40.7,Paddy,Very High
-15.7107,-12.0375,-3.6731999999999996,-0.8660254037844384,-0.5000000000000004,11,37.9,Paddy,High
-17.2749,-13.2415,-4.0333999999999985,-0.8660254037844384,-0.5000000000000004,11,43.8,Paddy,Very High
-14.6653,-10.0432,-4.6221,-0.8660254037844384,-0.5000000000000004,11,48.1,Paddy,Very High
-15.2218,-10.5088,-4.712999999999999,-0.8660254037844384,-0.5000000000000004,11,50.4,Paddy,Very High
-15.8596,-11.1873,-4.6723,-0.8660254037844384,-0.5000000000000004,11,34.0,Paddy,High
-16.2524,-10.449,-5.803400000000002,-0.8660254037844384,-0.5000000000000004,11,45.7,Paddy,Very High
-15.3576,-9.60692,-5.750679999999999,-0.8660254037844384,-0.5000000000000004,11,48.1,Paddy,Very High
-16.3931,-10.3933,-5.9998000000000005,-0.8660254037844384,-0.5000000000000004,11,32.0,Paddy,High
-16.0576,-9.07233,-6.985270000000002,-0.8660254037844384,-0.5000000000000004,11,32.0,Paddy,High
-15.2436,-7.61043,-7.633170000000001,-0.8660254037844384,-0.5000000000000004,11,50.0,Paddy,Very High
-14.3584,-11.0572,-3.3011999999999997,-0.8660254037844384,-0.5000000000000004,11,40.4,Paddy,Very High
-14.9969,-9.01018,-5.98672,-0.8660254037844384,-0.5000000000000004,11,46.1,Paddy,Very High
-15.1652,-9.25759,-5.90761,-0.8660254037844384,-0.5000000000000004,14,41.4,Sorgham,Very High
-14.4301,-7.86018,-6.56992,-0.8660254037844384,-0.5000000000000004,11,50.0,Paddy,Very High
-16.1435,-12.2434,-3.9001,-0.8660254037844384,-0.5000000000000004,11,46.1,Paddy,Very High
-15.2411,-11.6572,-3.5839,-0.8660254037844384,-0.5000000000000004,11,46.6,Paddy,Very High
-16.386,-10.514,-5.872,-0.8660254037844384,-0.5000000000000004,11,41.6,Paddy,Very High
-17.1793,-12.2567,-4.922600000000001,-0.8660254037844384,-0.5000000000000004,11,50.0,Paddy,Very High
-16.3459,-11.1588,-5.187100000000001,-0.8660254037844384,-0.5000000000000004,11,38.766666666666666,Paddy,High
-15.3336,-8.50044,-6.833160000000001,-0.8660254037844384,-0.5000000000000004,11,32.0,Paddy,High
-15.8605,-9.09321,-6.767290000000001,-0.8660254037844384,-0.5000000000000004,11,33.0,Paddy,High
-16.1616,-6.6553,-9.5063,-0.8660254037844384,-0.5000000000000004,11,35.0,Paddy,High
-16.5365,-7.01906,-9.51744,-0.8660254037844384,-0.5000000000000004,11,36.0,Paddy,High
-17.7324,-8.21438,-9.518019999999998,-0.8660254037844384,-0.5000000000000004,11,12.666666666666666,Paddy,Medium
-15.6761,-8.25313,-7.422969999999999,-0.8660254037844384,-0.5000000000000004,11,32.0,Paddy,High
-15.9854,-9.51028,-6.47512,-0.8660254037844384,-0.5000000000000004,11,33.0,Paddy,High
-17.0385,-9.22175,-7.816749999999999,-0.8660254037844384,-0.5000000000000004,11,35.0,Paddy,High
-14.8569,-7.53073,-7.326169999999999,-0.8660254037844384,-0.5000000000000004,11,36.0,Paddy,High
-16.1214,-9.21078,-6.9106200000000015,-0.8660254037844384,-0.5000000000000004,11,12.666666666666666,Paddy,Medium
-17.3,-7.41308,-9.88692,-0.8660254037844384,-0.5000000000000004,11,32.0,Paddy,High
-17.7667,-8.10995,-9.65675,-0.8660254037844384,-0.5000000000000004,11,33.0,Paddy,High
-17.3761,-8.7125,-8.6636,-0.8660254037844384,-0.5000000000000004,11,35.0,Paddy,High
-14.4092,-9.06285,-5.346350000000001,-0.8660254037844384,-0.5000000000000004,11,36.0,Paddy,High
-17.015,-8.51181,-8.50319,-0.8660254037844384,-0.5000000000000004,11,12.666666666666666,Paddy,Medium
-16.6492,-9.17507,-7.474130000000001,-0.8660254037844384,-0.5000000000000004,11,32.0,Paddy,High
-17.2146,-9.49501,-7.71959,-0.8660254037844384,-0.5000000000000004,11,33.0,Paddy,High
-16.0935,-8.76688,-7.326619999999998,-0.8660254037844384,-0.5000000000000004,11,35.0,Paddy,High
-16.4544,-9.49429,-6.96011,-0.8660254037844384,-0.5000000000000004,11,36.0,Paddy,High
-17.0443,-9.77852,-7.2657799999999995,-0.8660254037844384,-0.5000000000000004,11,12.666666666666666,Paddy,Medium
-14.8987,-7.93917,-6.95953,-0.8660254037844384,-0.5000000000000004,11,50.0,Paddy,Very High
-16.9577,-7.5138,-9.4439,-0.8660254037844384,-0.5000000000000004,11,50.0,Paddy,Very High
-15.2061,-8.96781,-6.238289999999999,-0.8660254037844384,-0.5000000000000004,11,50.0,Paddy,Very High
-15.0125,-10.042,-4.9704999999999995,-0.8660254037844384,-0.5000000000000004,2,44.1,Fallow,Very High
-14.5215,-7.77633,-6.74517,-0.8660254037844384,-0.5000000000000004,11,50.0,Paddy,Very High
-17.5798,-12.756,-4.8237999999999985,-0.8660254037844384,-0.5000000000000004,2,22.7,Fallow,Medium
-17.0614,-11.4174,-5.643999999999998,-0.8660254037844384,-0.5000000000000004,2,15.6,Fallow,Medium
-15.5431,-10.9321,-4.611000000000001,-0.8660254037844384,-0.5000000000000004,13,22.9,Pearl Millet,Medium
-14.1713,-9.03169,-5.139610000000001,-0.8660254037844384,-0.5000000000000004,13,16.5,Pearl Millet,Medium
-14.7304,-9.73012,-5.00028,-0.8660254037844384,-0.5000000000000004,13,20.833333333333332,Pearl Millet,Medium
-15.9158,-10.5103,-5.4055,-0.8660254037844384,-0.5000000000000004,3,19.0,Fodder,Medium
-14.9194,-9.7855,-5.133899999999999,-0.8660254037844384,-0.5000000000000004,3,21.2,Fodder,Medium
-15.642,-8.64197,-7.000029999999999,-0.8660254037844384,-0.5000000000000004,3,25.4,Fodder,High
-16.337,-10.5992,-5.7378,-0.8660254037844384,-0.5000000000000004,2,32.7,Fallow,High
-15.2677,-9.51084,-5.75686,-0.8660254037844384,-0.5000000000000004,3,23.7,Fodder,Medium
-15.0869,-9.12775,-5.959149999999999,-0.8660254037844384,-0.5000000000000004,2,26.1,Fallow,High
-15.3283,-9.63441,-5.69389,-0.8660254037844384,-0.5000000000000004,2,19.9,Fallow,Medium
-15.3999,-9.72314,-5.67676,-0.8660254037844384,-0.5000000000000004,2,25.2,Fallow,High
-14.5096,-10.8401,-3.669500000000001,-0.8660254037844384,-0.5000000000000004,11,44.1,Paddy,Very High
-15.7,-11.2771,-4.4228999999999985,-0.8660254037844384,-0.5000000000000004,2,25.333333333333332,Fallow,High
-14.0636,-10.1611,-3.9025,-0.8660254037844384,-0.5000000000000004,13,32.7,Pearl Millet,High
-15.8521,-11.4005,-4.451600000000001,-0.8660254037844384,-0.5000000000000004,13,15.6,Pearl Millet,Medium
-15.1359,-10.0858,-5.050099999999999,-0.8660254037844384,-0.5000000000000004,11,48.6,Paddy,Very High
-16.6724,-9.91768,-6.754719999999999,-0.8660254037844384,-0.5000000000000004,13,32.8,Pearl Millet,High
-14.9139,-10.6667,-4.247199999999999,-0.8660254037844384,-0.5000000000000004,13,37.333333333333336,Pearl Millet,High
-12.4713,-6.3941,-6.0771999999999995,-0.8660254037844384,-0.5000000000000004,2,32.2,Fallow,High
-15.4057,-10.3943,-5.0114,-0.8660254037844384,-0.5000000000000004,13,35.3,Pearl Millet,High
-15.1933,-9.03858,-6.154720000000001,-0.8660254037844384,-0.5000000000000004,11,40.5,Paddy,Very High
-14.0371,-9.22418,-4.81292,-0.8660254037844384,-0.5000000000000004,2,26.2,Fallow,High
-14.386,-8.65347,-5.732529999999999,-0.8660254037844384,-0.5000000000000004,13,37.233333333333334,Pearl Millet,High
-16.8534,-10.4345,-6.418900000000001,-0.8660254037844384,-0.5000000000000004,2,29.8,Fallow,High
-15.8534,-11.4635,-4.389900000000001,-0.8660254037844384,-0.5000000000000004,11,50.0,Paddy,Very High
-15.2936,-9.69726,-5.59634,-0.8660254037844384,-0.5000000000000004,2,27.7,Fallow,High
-14.0475,-9.49762,-4.54988,-0.8660254037844384,-0.5000000000000004,2,25.4,Fallow,High
-14.6626,-10.171,-4.4916,-0.8660254037844384,-0.5000000000000004,2,29.266666666666666,Fallow,High
-16.235,-11.4795,-4.7555,-0.8660254037844384,-0.5000000000000004,11,39.0,Paddy,High
-17.25,-11.7957,-5.4543,-0.8660254037844384,-0.5000000000000004,11,39.6,Paddy,Very High
-16.4538,-11.9454,-4.508400000000002,-0.8660254037844384,-0.5000000000000004,11,45.3,Paddy,Very High
-16.363,-10.7067,-5.6563,-0.8660254037844384,-0.5000000000000004,11,42.1,Paddy,Very High
-16.9441,-11.4868,-5.457299999999998,-0.8660254037844384,-0.5000000000000004,11,38.5,Paddy,High
-15.7931,-10.4162,-5.376900000000001,-0.8660254037844384,-0.5000000000000004,11,50.0,Paddy,Very High
-16.0888,-10.6784,-5.410399999999999,-0.8660254037844384,-0.5000000000000004,11,50.0,Paddy,Very High
-16.9952,-10.4988,-6.496400000000001,-0.8660254037844384,-0.5000000000000004,11,50.0,Paddy,Very High
-16.389,-9.28118,-7.1078199999999985,-0.8660254037844384,-0.5000000000000004,11,50.0,Paddy,Very High
-15.7262,-9.73222,-5.9939800000000005,-0.8660254037844384,-0.5000000000000004,11,50.0,Paddy,Very High
-16.859,-11.9669,-4.892100000000001,-0.8660254037844384,-0.5000000000000004,11,33.2,Paddy,High
-13.4027,-9.39668,-4.0060199999999995,-0.8660254037844384,-0.5000000000000004,2,50.0,Fallow,Very High
-14.704,-9.68199,-5.02201,-0.8660254037844384,-0.5000000000000004,11,21.1,Paddy,Medium
-15.2011,-10.2475,-4.9536,-0.8660254037844384,-0.5000000000000004,11,41.2,Paddy,Very High
-14.3484,-8.90737,-5.44103,-0.8660254037844384,-0.5000000000000004,11,40.733333333333334,Paddy,Very High
-15.0207,-8.33575,-6.684949999999999,-0.8660254037844384,-0.5000000000000004,2,28.3,Fallow,High
-16.2798,-10.7405,-5.539300000000001,-0.8660254037844384,-0.5000000000000004,11,50.0,Paddy,Very High
-15.7819,-11.5004,-4.281499999999999,-0.8660254037844384,-0.5000000000000004,11,50.0,Paddy,Very High
-13.8496,-8.79278,-5.05682,-0.8660254037844384,-0.5000000000000004,2,21.3,Fallow,Medium
-13.9584,-9.17869,-4.77971,-0.8660254037844384,-0.5000000000000004,2,21.1,Fallow,Medium
-16.5095,-9.96126,-6.54824,-0.8660254037844384,-0.5000000000000004,11,44.3,Paddy,Very High
-16.7911,-10.5778,-6.2133,-0.8660254037844384,-0.5000000000000004,11,24.3,Paddy,Medium
-16.1755,-11.5277,-4.6478,-0.8660254037844384,-0.5000000000000004,11,27.6,Paddy,High
-16.2493,-10.6729,-5.576400000000001,-0.8660254037844384,-0.5000000000000004,11,33.9,Paddy,High
-17.4825,-11.1132,-6.369300000000001,-0.8660254037844384,-0.5000000000000004,11,33.03333333333333,Paddy,High
-15.4352,-9.66487,-5.7703299999999995,-0.8660254037844384,-0.5000000000000004,11,25.3,Paddy,High
-16.1825,-10.0222,-6.160300000000001,-0.8660254037844384,-0.5000000000000004,11,36.1,Paddy,High
-13.6399,-8.41941,-5.220490000000002,-0.8660254037844384,-0.5000000000000004,2,28.8,Fallow,High
-14.19,-8.72712,-5.46288,-0.8660254037844384,-0.5000000000000004,11,44.2,Paddy,Very High
-14.8214,-9.03759,-5.783810000000001,-0.8660254037844384,-0.5000000000000004,2,36.666666666666664,Fallow,High
-15.241,-10.6084,-4.6326,-0.8660254037844384,-0.5000000000000004,2,50.0,Fallow,Very High
-14.9472,-10.3794,-4.5678,-1.0,-1.8369701987210297e-16,2,20.6,Fallow,Medium
-16.3612,-11.2994,-5.0618,-1.0,-1.8369701987210297e-16,11,25.8,Paddy,High
-16.1688,-10.992,-5.1768,-1.0,-1.8369701987210297e-16,11,28.9,Paddy,High
-15.6307,-8.82909,-6.801609999999998,-1.0,-1.8369701987210297e-16,7,4.1,Lemon,Low
-15.1309,-10.333,-4.7979,-1.0,-1.8369701987210297e-16,11,36.666666666666664,Paddy,High
-15.952,-12.0034,-3.9486000000000008,-1.0,-1.8369701987210297e-16,11,40.0,Paddy,Very High
-17.1809,-13.2382,-3.9427000000000003,-1.0,-1.8369701987210297e-16,11,30.3,Paddy,High
-16.9626,-13.4392,-3.5233999999999988,-1.0,-1.8369701987210297e-16,11,5.6,Paddy,Low
-16.5716,-11.4672,-5.1044,-1.0,-1.8369701987210297e-16,11,39.6,Paddy,Very High
-16.9695,-12.5117,-4.457800000000001,-1.0,-1.8369701987210297e-16,11,32.333333333333336,Paddy,High
-15.5307,-10.9025,-4.6282,-1.0,-1.8369701987210297e-16,11,50.0,Paddy,Very High
-16.7325,-10.8443,-5.888200000000001,-1.0,-1.8369701987210297e-16,11,48.2,Paddy,Very High
