VH-pol,VV-pol,SM1 (%),Crop Name,label,NDVI
-15.9026,-9.39866,32.8,Fallow,High,0.2143979370594024
-13.9688,-8.1608,5.166666666666667,Pearl Millet,Low,0.3210892975330353
-13.6107,-8.88746,5.9,Pearl Millet,Low,0.1766330301761627
-16.1133,-11.2933,4.0,Fallow,Low,0.1040860936045646
-15.2489,-11.3098,6.2,Fallow,Low,0.0890146866440773
-13.7343,-10.9272,41.0,Paddy,Very High,0.2147926092147827
-15.2489,-11.3098,8.466666666666667,Fallow,Low,0.1459123790264129
-13.5725,-9.54604,28.6,Pearl Millet,High,0.3735860288143158
-14.4623,-10.5727,9.9,Pearl Millet,Low,0.1126126125454902
-16.6355,-11.3253,50.0,Paddy,Very High,0.2357078939676284
-15.8915,-9.632,32.4,Pearl Millet,High,0.3568862378597259
-14.2686,-9.35692,29.16666666666667,Pearl Millet,High,0.1956423074007034
-15.824,-9.26413,50.0,Paddy,Very High,0.7030093669891357
-14.7053,-9.07267,7.6,Pearl Millet,Low,0.5726351141929626
-14.3234,-8.03869,34.93333333333334,Pearl Millet,High,0.7002393007278442
-17.3714,-10.5986,9.5,Fallow,Low,0.3596584796905517
-16.2412,-11.3203,10.2,Fallow,Low,0.8223194479942322
-14.6254,-10.0614,11.2,Fallow,Medium,0.3942528665065765
-17.7578,-10.4205,50.0,Paddy,Very High,0.4148471653461456
-18.2673,-10.7241,8.033333333333333,Fallow,Low,0.3660818636417389
-15.4765,-11.2944,11.7,Paddy,Medium,0.8140896558761597
-15.5371,-10.6467,9.5,Paddy,Low,0.8097412586212158
-13.7972,-10.3083,40.3,Paddy,Very High,0.7999641299247742
-14.5269,-11.0137,50.0,Paddy,Very High,0.7874923944473267
-13.8432,-10.5165,17.66666666666667,Paddy,Medium,0.7997344732284546
-16.6215,-11.9717,11.4,Paddy,Medium,0.8107497692108154
-16.2729,-11.3154,17.3,Paddy,Medium,0.8248234391212463
-16.7707,-11.0914,15.1,Pearl Millet,Medium,0.8121353387832642
-14.9377,-9.85989,6.4,Pearl Millet,Low,0.7530093789100647
-16.924,-10.4272,9.733333333333333,Pearl Millet,Low,0.7999613881111145
-17.3361,-15.308,22.8,Paddy,High,0.8219258785247803
-16.5288,-10.1081,6.3,Fallow,Low,0.4080533385276794
-17.0758,-11.104,15.0,Paddy,Medium,0.8056930899620056
-18.104,-12.4902,27.9,Paddy,High,0.7787742614746094
-18.4524,-14.0366,14.16666666666667,Paddy,Medium,0.7967793345451355
-16.4456,-10.1001,4.0,Fallow,Low,0.3874538838863373
-17.2235,-12.5492,40.7,Paddy,Very High,0.8683081269264221
-17.1218,-13.2523,30.4,Paddy,High,0.8393146395683289
-17.5117,-10.4446,5.0,Fallow,Low,0.3643892407417297
-17.2468,-11.8017,5.2,Fallow,Low,0.4808138012886047
-16.8753,-12.7543,36.3,Paddy,Very High,0.8677130341529846
-17.6664,-12.7181,6.0,Paddy,Low,0.867209792137146
-16.1193,-11.023,9.1,Paddy,Low,0.8003602027893066
-15.7447,-10.8257,13.4,Paddy,Medium,0.8073469400405884
-16.7749,-11.926,11.83333333333333,Paddy,Medium,0.8678917288780212
-16.2273,-9.74957,50.0,Paddy,Very High,0.8782650232315063
-15.1867,-10.5111,50.0,Paddy,Very High,0.8381051421165466
-17.5678,-11.2589,7.8,Fallow,Low,0.292653739452362
-15.4285,-9.02644,6.2,Paddy,Low,0.8574483394622803
