VH-pol,VV-pol,SM1 (%),Crop Name,label,NDVI
-16.8048,-10.6686,21.3,Fallow,Medium,0.3161764740943908
-15.768,-9.96848,50.0,Fallow,Very High,0.8772612810134888
-16.3823,-10.0207,22.3,Fallow,High,0.6097323894500732
-17.0169,-11.4846,30.5,Paddy,High,0.8279816508293152
-15.2878,-11.5343,54.7,Paddy,Very High,0.7138378620147705
-18.0399,-11.0806,21.0,Orchad,Medium,0.4356846511363983
-16.5741,-11.6287,51.93333333333333,Paddy,Very High,0.7821482419967651
-15.7256,-11.9075,35.0,Paddy,High,0.8358166813850403
-17.0775,-12.3035,44.5,Paddy,Very High,0.8581520318984985
-16.2427,-11.4123,27.4,Paddy,High,0.8504961133003235
-16.7603,-12.3064,28.8,Paddy,High,0.7822932004928589
-16.4803,-11.9773,29.33333333333333,Paddy,High,0.835624098777771
-15.0181,-12.1525,48.0,Paddy,Very High,0.7620874643325806
-17.1169,-11.6305,50.3,Paddy,Very High,0.7589403986930847
-15.8683,-9.67889,46.5,Paddy,Very High,0.8222748637199402
-16.5154,-10.4936,50.0,Paddy,Very High,0.8055805563926697
-16.7722,-10.847,47.93333333333333,Paddy,Very High,0.8240280747413635
-17.3094,-11.6359,32.3,Paddy,High,0.8465049862861633
-17.8534,-14.0367,35.9,Paddy,Very High,0.8683173656463623
-17.1011,-12.0817,39.2,Paddy,Very High,0.8042848706245422
-15.8381,-11.1165,32.6,Fallow,High,0.5140079855918884
-16.4507,-11.6264,32.56666666666667,Paddy,High,0.7784843444824219
-18.2642,-13.1322,33.9,Paddy,High,0.8673740029335022
-17.07,-12.4531,37.5,Paddy,Very High,0.8706256747245789
-18.5177,-14.0548,32.8,Paddy,High,0.8615304231643677
-17.327,-12.6271,29.6,Paddy,High,0.8648788332939148
-18.4824,-13.3082,37.53333333333333,Paddy,Very High,0.8834547400474548
-16.9866,-10.9278,50.0,Paddy,Very High,0.7892325520515442
-16.4826,-9.30566,50.0,Paddy,Very High,0.7876158952713013
-15.9937,-11.8925,50.0,Paddy,Very High,0.77606600522995
-16.5633,-10.673,50.0,Paddy,Very High,0.7763878107070923
-16.0184,-10.4119,50.0,Paddy,Very High,0.8023715615272522
-17.3667,-12.4326,50.0,Paddy,Very High,0.7928246855735779
-17.9381,-12.6027,50.0,Paddy,Very High,0.8121330738067627
-15.8397,-9.4114,50.0,Paddy,Very High,0.7802077531814575
-16.418,-12.8212,50.0,Paddy,Very High,0.8235709071159363
-16.334,-11.4744,50.0,Paddy,Very High,0.8191536664962769
-16.1961,-11.2946,50.0,Paddy,Very High,0.8082042932510376
-15.8855,-10.5399,50.0,Paddy,Very High,0.8271270394325256
-16.1304,-9.56162,50.0,Paddy,Very High,0.8152542114257812
-15.1103,-10.9344,50.0,Paddy,Very High,0.7808219194412231
-15.3738,-10.4504,50.0,Paddy,Very High,0.7327561378479004
-15.7985,-9.61604,50.0,Paddy,Very High,0.8009535074234009
-15.8696,-9.4666,50.0,Paddy,Very High,0.8159624338150024
-16.3936,-9.31247,50.0,Paddy,Very High,0.7746759653091431
-17.7431,-9.6563,33.5,Fallow,High,0.2868421077728271
-17.5061,-9.30904,50.0,Paddy,Very High,0.7845590710639954
-16.1925,-12.3009,32.2,Paddy,High,0.7693251371383667
-15.4148,-9.61581,48.6,Paddy,Very High,0.7517112493515015
-14.5499,-9.03711,50.0,Paddy,Very High,0.6045442223548889
-16.8129,-11.1426,46.0,Paddy,Very High,0.7660070061683655
-15.9208,-10.9516,44.36666666666667,Paddy,Very High,0.7528529763221741
-16.5619,-8.44314,50.0,Paddy,Very High,0.7807039618492126
-15.5038,-8.59973,50.0,Paddy,Very High,0.8024371266365051
-14.462,-9.81837,47.0,Paddy,Very High,0.7352674603462219
-16.111,-9.04835,49.3,Fallow,Very High,0.5906302332878113
-15.3306,-8.84394,50.0,Paddy,Very High,0.812875509262085
-16.6327,-10.2086,23.2,Fallow,High,0.2604711949825287
-18.0113,-13.0319,23.3,Fallow,High,0.2029384821653366
-13.9087,-9.27954,21.8,Pearl Millet,High,0.57729172706604
-14.4839,-10.0536,23.8,Pearl Millet,High,0.5134117603302002
-14.7704,-9.64277,24.03333333333333,Pearl Millet,High,0.5685889720916748
-14.8998,-9.53861,25.9,Jowar,High,0.5667311549186707
-14.3546,-9.46853,24.5,Jowar,High,0.6102591156959534
-14.3881,-9.4756,24.6,Pearl Millet,High,0.7784662842750549
-15.8944,-10.6805,26.3,Fallow,High,0.2646887600421905
-14.6202,-9.6195,20.2,Jowar,Medium,0.5496688485145569
-14.7972,-9.67094,27.3,Jowar,High,0.6769230961799622
-15.4936,-10.3495,26.1,Fallow,High,0.6068710684776306
-14.9605,-9.66796,24.6,Fallow,High,0.6170024275779724
-15.211,-10.475,50.0,Paddy,Very High,0.7932816743850708
-15.5291,-9.78461,25.46666666666667,Fallow,High,0.6156716346740723
-15.0057,-9.87567,34.6,Pearl Millet,High,0.524006187915802
-15.2211,-9.33023,22.8,Pearl Millet,High,0.403197169303894
-16.0694,-10.8137,50.0,Paddy,Very High,0.8048268556594849
-15.6038,-12.0656,37.4,Pearl Millet,Very High,0.8235440850257874
-14.7458,-9.49029,37.8,Pearl Millet,Very High,0.3783132433891296
-12.1954,-6.70816,32.9,Fallow,High,0.4857000708580017
-14.9936,-9.43867,38.7,Pearl Millet,Very High,0.5778337717056274
-15.8576,-11.0496,44.6,Paddy,Very High,0.8066704273223877
-14.6428,-9.32011,40.8,Jowar,Very High,0.7279843688011169
-14.9769,-10.1051,39.8,Pearl Millet,Very High,0.3729669153690338
-17.5094,-11.6949,29.9,Fallow,High,0.4073469340801239
-15.7121,-9.88405,50.0,Paddy,Very High,0.7894737124443054
-16.9397,-9.75306,28.1,Fallow,High,0.3754872381687164
-16.1449,-11.1786,30.5,Fallow,High,0.4040738940238952
-17.6861,-10.8978,30.83333333333333,Fallow,High,0.3964787125587463
-15.2854,-11.1007,42.6,Paddy,Very High,0.6660412549972534
-16.2526,-10.0419,35.8,Paddy,Very High,0.6420454382896423
-14.847,-8.81878,40.3,Paddy,Very High,0.6418545246124268
-16.5768,-10.5464,45.0,Paddy,Very High,0.3934624791145324
-16.7535,-10.2753,39.03333333333333,Paddy,Very High,0.6373857855796814
-15.3712,-10.0103,50.0,Paddy,Very High,0.7904059290885925
-15.2898,-9.67439,50.0,Paddy,Very High,0.8211662769317627
-15.6675,-9.30203,50.0,Pearl Millet,Very High,0.7321652173995972
-14.8658,-9.77212,50.0,Pearl Millet,Very High,0.26195028424263
-14.7341,-10.1246,50.0,Pearl Millet,Very High,0.716414213180542
-15.7316,-10.4896,27.8,Paddy,High,0.6932973861694336
-16.7591,-10.1844,30.0,Fallow,High,0.3873501420021057
-15.2523,-10.1406,31.2,Paddy,High,0.7632125616073608
-14.7279,-11.196,40.0,Paddy,Very High,0.7674418687820435
-14.6474,-9.72462,35.23333333333333,Paddy,High,0.7539492845535278
-18.795,-11.3741,18.0,Fallow,Medium,0.3244186043739319
-15.5501,-11.6525,36.1,Paddy,Very High,0.7049790620803833
-14.5775,-10.0469,50.0,Paddy,Very High,0.7460164427757263
-17.4799,-12.6802,17.7,Fallow,Medium,0.2111918181180954
-16.4628,-13.286,18.4,Fallow,Medium,0.4783052504062652
-16.0174,-13.1048,31.6,Paddy,High,0.806986391544342
-15.678,-10.3817,21.1,Paddy,Medium,0.7330754399299622
-16.2942,-11.8968,50.0,Paddy,Very High,0.7431906461715698
-16.1986,-11.2381,50.0,Paddy,Very High,0.7102854251861572
-17.0577,-12.1506,50.0,Paddy,Very High,0.7862595319747925
-17.0155,-10.9956,16.4,Paddy,Medium,0.8127423524856567
-16.258,-10.4575,31.0,Paddy,High,0.7772727012634277
-18.3171,-11.5043,29.5,Fallow,High,0.2317105680704116
-14.7511,-9.83986,29.0,Paddy,High,0.7004132270812988
-17.2379,-10.9005,29.7,Fallow,High,0.2819119989871979
-15.4994,-9.90918,18.0,Paddy,Medium,0.5157360434532166
-16.6961,-11.3488,26.2,Fallow,High,0.2140575051307678
-17.2037,-10.5619,17.2,Lemon,Medium,0.5397863984107971
-16.2506,-10.8125,17.93333333333333,Fallow,Medium,0.3409592509269714
-16.3406,-10.48,29.0,Paddy,High,0.522580623626709
-15.7372,-10.2955,25.0,Paddy,High,0.5841790437698364
-15.283,-12.257,27.2,Paddy,High,0.4682037830352783
-15.8406,-11.2872,22.1,Paddy,High,0.237084224820137
-16.0575,-10.9295,39.23333333333333,Paddy,Very High,0.583984375
-16.6045,-9.28977,16.2,Paddy,Medium,0.5922551155090332
-17.5208,-11.757,16.7,Paddy,Medium,0.4842070937156677
-15.521,-9.52936,20.1,Paddy,Medium,0.5536637306213379
-15.0464,-9.60588,13.2,Paddy,Medium,0.5716713666915894
-15.777,-10.8237,18.43333333333333,Paddy,Medium,0.5879666805267334
-16.2845,-11.3168,19.7,Fodder,Medium,0.6735153198242188
-15.2181,-10.8056,20.0,Paddy,Medium,0.693261444568634
-16.266,-11.5031,22.9,Paddy,High,0.6135770082473755
-15.6985,-10.3288,16.1,Paddy,Medium,0.4658417105674743
-16.5969,-10.9966,15.26666666666667,Paddy,Medium,0.656670093536377
-16.7265,-10.9131,26.6,Paddy,High,0.7254027128219604
-15.6617,-11.2298,29.1,Paddy,High,0.7384540438652039
-16.1061,-11.6509,34.0,Paddy,High,0.7117117047309875
-15.5727,-10.3191,35.9,Paddy,Very High,0.7256857752799988
-16.1365,-10.7204,27.26666666666667,Paddy,High,0.7369726896286011
-16.2749,-10.4284,34.6,Paddy,High,0.6018264889717102
-15.7128,-10.3854,38.2,Paddy,Very High,0.6192533373832703
-14.7574,-9.29557,29.4,Paddy,High,0.3809264302253723
-15.4959,-9.99128,27.2,Paddy,High,0.4736842215061188
-16.461,-10.1643,34.8,Paddy,High,0.598866879940033
-16.3319,-10.8561,50.0,Paddy,Very High,0.6400220394134521
-15.7559,-10.6825,50.0,Paddy,Very High,0.71808260679245
-14.8442,-9.58698,50.0,Paddy,Very High,0.6197339296340942
-16.1413,-9.38401,50.0,Paddy,Very High,0.4731522500514984
-15.6192,-10.5328,50.0,Paddy,Very High,0.5258126258850098
-16.1221,-10.8092,40.6,Paddy,Very High,0.5947352051734924
-14.9344,-9.63353,32.2,Paddy,High,0.6149098873138428
-15.4834,-10.2362,36.7,Paddy,Very High,0.5905759334564209
-15.7868,-10.8161,22.0,Fallow,High,0.2613908946514129
-15.5138,-11.2864,42.96666666666667,Paddy,Very High,0.5113493204116821
-14.5743,-11.4995,20.9,Paddy,Medium,0.4873288571834564
-13.4674,-10.166,28.1,Paddy,High,0.4822208285331726
-14.7304,-9.56038,26.4,Paddy,High,0.3239564299583435
-15.8753,-11.7524,27.7,Paddy,High,0.4862489402294159
-15.2054,-11.5983,30.8,Paddy,High,0.4955595135688782
-15.0408,-9.56049,30.8,Paddy,High,0.5295836329460144
-15.185,-10.161,43.7,Paddy,Very High,0.6191037893295288
-17.0193,-11.5872,27.0,Fallow,High,0.2592592537403106
-15.6987,-11.0433,26.2,Fallow,High,0.5533862113952637
-15.3008,-10.3861,39.83333333333334,Paddy,Very High,0.48758465051651
-18.066,-10.3254,23.1,Fallow,High,0.2583793103694916
-18.3269,-8.99425,22.7,Fallow,High,0.2017391324043274
-15.9447,-11.4235,20.6,Fallow,Medium,0.1976856291294098
-15.4504,-10.4959,17.7,Fallow,Medium,0.2743705511093139
-16.4455,-9.97551,17.73333333333333,Fallow,Medium,0.2398498803377151
-15.4016,-10.6864,10.8,Pearl Millet,Low,0.4778672158718109
-16.6606,-10.1922,10.0,Pearl Millet,Low,0.4540915489196777
-16.4494,-10.0587,18.8,Fallow,Medium,0.5011086463928223
-17.374,-9.29068,35.9,Fallow,Very High,0.2656733095645904
-16.3404,-10.7914,11.6,Pearl Millet,Medium,0.3470270335674286
-14.3238,-9.22312,13.9,Jowar,Medium,0.6640493273735046
-16.3365,-10.158,13.4,Fallow,Medium,0.2171545326709747
-16.2314,-9.07401,16.1,Fallow,Medium,0.2995330095291137
-15.1714,-9.69923,32.9,Paddy,High,0.5526549816131592
-16.6495,-9.549,10.93333333333333,Fallow,Medium,0.2526178061962127
-14.631,-10.5705,17.4,Fallow,Medium,0.5352607369422913
-16.1006,-11.9657,18.0,Fallow,Medium,0.4123134315013885
-14.8586,-10.0388,25.1,Paddy,High,0.4891835451126098
-16.3873,-11.0428,21.5,Fallow,High,0.4564755856990814
-16.2108,-10.8921,22.76666666666667,Fallow,High,0.2514044940471649
-13.3794,-7.74898,20.6,Fallow,Medium,0.4633799493312835
-15.3375,-11.7414,23.2,Fallow,High,0.5125725269317627
-14.9294,-10.6627,31.5,Paddy,High,0.435709685087204
-15.9217,-10.2918,14.8,Fallow,Medium,0.236986294388771
-15.6397,-10.689,28.93333333333333,Fallow,High,0.4194544553756714
-19.5506,-12.4734,7.5,Fallow,Low,0.1464890986680984
-18.1195,-12.3623,7.5,Fallow,Low,0.1945054978132248
-17.1902,-10.8471,9.3,Fallow,Low,0.1583308726549148
-19.3836,-12.1842,28.5,Fallow,High,0.1433031558990478
-17.9612,-12.1012,9.366666666666667,Fallow,Low,0.2787286043167114
-15.8605,-11.5155,23.2,Fallow,High,0.2096611857414245
-16.5498,-12.141,22.5,Fallow,High,0.1603498607873916
-14.4018,-10.0963,24.2,Fallow,High,0.1594613790512085
-17.5035,-9.21357,21.8,Fallow,High,0.2317765206098556
-17.0451,-10.8806,27.53333333333333,Fallow,High,0.1611541211605072
-14.9477,-10.8543,19.7,Paddy,Medium,0.2196669280529022
-14.2449,-8.8256,18.3,Paddy,Medium,0.2417061626911163
-14.6813,-9.77579,10.8,Fallow,Low,0.2233622670173645
-16.9864,-10.2269,8.0,Fallow,Low,0.1626591235399246
-15.4225,-9.80948,11.43333333333333,Fallow,Medium,0.2247048169374466
-18.005,-10.0337,16.5,Fallow,Medium,0.1675191819667816
-18.3754,-9.89376,12.2,Fallow,Medium,0.1908798664808273
-14.6945,-9.31965,16.3,Paddy,Medium,0.393086314201355
-17.2409,-10.631,19.9,Paddy,Medium,0.4265318214893341
-16.6363,-8.59486,27.7,Paddy,High,0.1967727541923523
-18.2038,-10.8892,10.0,Fallow,Low,0.200259655714035
-16.5835,-11.3824,18.5,Fallow,Medium,0.2646167278289795
-15.7599,-9.55806,51.9,Paddy,Very High,0.544077455997467
-18.8387,-10.1739,15.7,Fallow,Medium,0.206713780760765
-19.0851,-9.6299,10.4,Fallow,Low,0.4043607413768768
-15.9026,-10.0268,18.8,Paddy,Medium,0.5613463521003723
-15.427,-10.7201,23.5,Fallow,High,0.3125243782997131
-17.0611,-11.3209,18.4,Paddy,Medium,0.3355447947978973
-16.5584,-10.4012,25.8,Paddy,High,0.2229562401771545
-15.6574,-10.1838,24.53333333333333,Paddy,High,0.2359634339809417
-16.1104,-10.2657,17.0,Paddy,Medium,0.6159761548042297
-15.0352,-10.8682,25.2,Paddy,High,0.4802547693252563
-18.2154,-11.8066,12.8,Fallow,Medium,0.1636045426130294
-15.8745,-9.01885,18.9,Fallow,Medium,0.223205104470253
-16.2567,-11.5808,18.2,Fallow,Medium,0.1828469336032867
-15.7048,-10.3441,26.0,Paddy,High,0.5427360534667969
-18.2614,-11.5015,16.7,Fallow,Medium,0.1695364266633987
-17.851,-10.1538,13.7,Fallow,Medium,0.2608437240123749
-19.5258,-12.0423,13.2,Fallow,Medium,0.1875168085098266
-18.7444,-11.8569,15.36666666666667,Fallow,Medium,0.1687687635421753
-16.9867,-9.18694,6.0,Mustard,Low,0.2744595110416412
-17.3929,-9.33187,16.6,Fallow,Medium,0.1895940154790878
-19.4064,-11.3905,14.5,Chickori,Medium,0.2152866274118423
-17.2645,-11.5968,6.6,Lemon,Low,0.35701385140419
-17.6363,-10.9754,11.03333333333333,Chickori,Medium,0.2372150272130966
-17.732,-8.16163,25.0,Fallow,High,0.1954254955053329
-15.0632,-5.99729,27.0,Fallow,High,0.1952837109565735
-16.0032,-9.19477,22.0,Fallow,High,0.304730474948883
-17.1376,-9.08405,23.5,Fallow,High,0.2889186441898346
-17.2111,-7.78925,25.63333333333333,Fallow,High,0.322744607925415
-16.3826,-10.04,34.6,Fallow,High,0.355859100818634
-17.4798,-8.45274,35.2,Fallow,High,0.2598980665206909
-15.0283,-7.51548,24.2,Fallow,High,0.1973293721675872
-15.006,-8.06298,28.6,Fallow,High,0.1576433181762695
-15.45,-8.62576,28.8,Fallow,High,0.2036543637514114
-17.8115,-10.3047,4.4,Fallow,Low,0.2422680407762527
-20.4792,-12.6469,3.7,Fallow,Low,0.2149200737476349
-16.696,-9.38246,50.0,Fallow,Very High,0.2472464889287948
-16.5445,-8.285,26.5,Jowar,High,0.5441533923149109
-17.9222,-11.9044,6.233333333333333,Fallow,Low,0.2277992218732834
-19.0415,-10.1429,4.3,Fallow,Low,0.286111980676651
-18.816,-9.29471,5.2,Fallow,Low,0.1604010015726089
-18.5045,-9.93196,4.7,Fallow,Low,0.1712328791618347
-18.2382,-8.65533,5.2,Fallow,Low,0.1947647184133529
-19.0097,-9.80521,4.266666666666667,Fallow,Low,0.205165833234787
-15.2933,-7.45183,50.0,Fallow,Very High,0.2109416127204895
-14.4365,-6.0505,50.0,Fallow,Very High,0.2103225737810135
-16.4495,-8.30743,11.2,Fallow,Medium,0.1807000935077667
-15.8672,-8.79241,10.3,Fallow,Low,0.2669067680835724
-15.2468,-7.26449,50.0,Fallow,Very High,0.2051868736743927
-17.0051,-9.8747,7.3,Fallow,Low,0.1689145863056183
-18.0847,-10.7996,4.7,Fallow,Low,0.1708683520555496
-18.1624,-10.8497,25.4,Fallow,High,0.1963260620832443
-17.573,-10.8116,3.6,Fallow,Low,0.20914888381958
-18.6141,-11.1055,10.06666666666667,Fallow,Low,0.1833065748214721
-15.8591,-8.40373,9.3,Fallow,Low,0.1764705926179886
-16.5311,-7.93512,44.0,Fallow,Very High,0.3684837520122528
-17.6762,-9.27483,10.4,Fallow,Low,0.1692888587713241
-15.6404,-7.30721,9.5,Fallow,Low,0.216503620147705
-15.5907,-8.42519,50.0,Fallow,Very High,0.3083158135414123
-15.4728,-10.4611,4.5,Fallow,Low,0.2769556045532226
-14.4573,-7.85315,8.8,Fallow,Low,0.360659122467041
-14.5349,-6.55894,50.0,Fallow,Very High,0.3067618608474731
-16.9912,-7.87452,48.9,Fallow,Very High,0.175205573439598
-16.1229,-9.27205,9.833333333333334,Fallow,Low,0.2656881511211395
-15.2787,-6.23449,27.9,Fallow,High,0.2331768423318863
-15.3161,-5.77221,36.2,Fallow,Very High,0.2114823907613754
-15.2949,-7.38184,35.7,Fallow,High,0.199747160077095
-13.2534,-5.82253,36.4,Fallow,Very High,0.2464250028133392
-14.9113,-7.08595,38.8,Fallow,Very High,0.2236955463886261
-16.7976,-7.99757,50.0,Fallow,Very High,0.2106238454580307
-16.0165,-10.1738,50.0,Fallow,Very High,0.2744185924530029
-15.6158,-9.76191,50.0,Fallow,Very High,0.2421465963125229
-16.2832,-9.73747,50.0,Fallow,Very High,0.4639386236667633
-17.3368,-8.95437,50.0,Fallow,Very High,0.2183322757482528
-17.7726,-11.4881,13.2,Fallow,Medium,0.2529411911964416
-16.9006,-9.54825,6.4,Fallow,Low,0.2220019847154617
-14.6347,-7.98846,31.7,Tobacco,High,0.3098375797271728
-17.6535,-10.6398,19.6,Fallow,Medium,0.280230313539505
-17.1763,-10.087,10.66666666666667,Fallow,Low,0.2398414313793182
-17.0656,-9.1373,22.6,Fallow,High,0.1898734122514724
-18.2968,-11.0735,7.3,Fallow,Low,0.297985166311264
-16.2719,-8.39612,45.5,Fallow,Very High,0.1788268983364105
-16.9744,-9.35911,12.6,Fallow,Medium,0.4032496213912964
-15.9793,-8.42725,50.0,Fallow,Very High,0.19683338701725
-17.8974,-10.3033,19.3,Fallow,Medium,0.1946706175804138
-17.1114,-9.83072,17.2,Fallow,Medium,0.2231520265340805
-18.3536,-10.5927,11.2,Fallow,Medium,0.2317682355642318
-17.1371,-10.0808,14.5,Fallow,Medium,0.1864847242832183
-18.7177,-10.2786,18.56666666666667,Fallow,Medium,0.1859504133462906
-18.652,-9.83681,4.9,Fallow,Low,0.2276536375284195
-18.8733,-10.9229,6.0,Fallow,Low,0.4112808406352997
-18.7997,-12.1376,6.7,Fallow,Low,0.2280246466398239
-18.8403,-11.6632,2.4,Fallow,Low,0.3874458968639374
-18.7492,-11.5476,16.2,Fallow,Medium,0.2066718786954879
-19.0639,-11.116,7.5,Tobacco&Chickori,Low,0.2520481944084167
-19.9945,-10.38,5.4,Tobacco&Chickori,Low,0.2914989292621612
-18.3989,-9.15782,13.5,Fallow,Medium,0.203389823436737
-17.6031,-10.8315,12.2,Fallow,Medium,0.3254106938838959
-18.7735,-9.84912,14.0,Fallow,Medium,0.3227804601192474
-16.9069,-9.6179,2.5,Fallow,Low,0.2939751744270324
-16.2843,-10.762,2.3,Fallow,Low,0.3054468929767608
-16.8986,-11.0205,6.4,Fallow,Low,0.4537682831287384
-18.203,-9.75805,38.8,Chickori,Very High,0.2359657436609268
-16.1352,-9.50586,2.133333333333333,Fallow,Low,0.2247968763113021
-16.4145,-10.4041,1.2,Fallow,Low,0.4043700993061065
-18.7571,-11.3143,8.8,Chickori,Low,0.2935298383235931
-17.3258,-9.84674,8.9,Chickori,Low,0.3167545795440674
-15.6855,-6.48458,24.1,Fallow,High,0.2000000029802322
-18.3175,-11.9857,9.266666666666667,Fallow,Low,0.3812097907066345
-17.1626,-10.2336,2.1,Fallow,Low,0.2679288685321808
-18.4282,-11.3989,1.4,Fallow,Low,0.36392742395401
-17.711,-9.0514,21.9,Fallow,High,0.4904542565345764
-17.3953,-10.0578,2.3,Fallow,Low,0.2023289650678634
-19.3425,-10.6037,20.36666666666667,Fallow,Medium,0.2105896472930908
-18.0606,-10.8244,11.5,Tobacco,Medium,0.365774005651474
-15.735,-9.41137,34.3,Fallow,High,0.2593059837818146
-16.1248,-11.5078,11.2,Tobacco,Medium,0.2844827473163605
-18.6015,-10.6884,11.4,Tobacco,Medium,0.2073854207992553
-16.4909,-7.90242,37.0,Fallow,Very High,0.111555777490139
-17.6493,-9.58536,12.6,Tobacco,Medium,0.2056939452886581
-18.8173,-10.1263,10.2,Tobacco,Low,0.21875
-17.8344,-10.6524,9.799999999999999,Tobacco,Low,0.2125984281301498
-16.0971,-9.4985,36.6,Tobacco,Very High,0.2786293923854828
-15.5129,-7.924,30.9,Tobacco,High,0.2888040840625763
-15.4618,-7.27052,27.1,Tobacco,High,0.2592592537403106
-14.9698,-10.3769,22.7,Mustard,High,0.4324235320091247
-15.1865,-7.83,31.56666666666667,Tobacco,High,0.2640382349491119
-17.9792,-11.3312,11.1,Tobacco,Medium,0.2248996049165725
-17.2915,-11.5914,10.7,Tobacco,Low,0.2604131400585174
-19.3034,-10.8855,10.5,Tobacco,Low,0.255871444940567
-19.5439,-12.3344,9.0,Tobacco,Low,0.1892857104539871
-19.9869,-12.3493,9.3,Tobacco,Low,0.2460667043924331
-17.417,-9.84166,11.3,Tobacco,Medium,0.2298850566148758
-17.1933,-9.6678,21.5,Tobacco,High,0.3073229193687439
-16.7803,-10.021,25.1,Tobacco,High,0.2040521055459976
-17.0459,-8.92339,17.4,Tobacco,Medium,0.1760361045598983
-15.7954,-7.54797,32.06666666666666,Fallow,High,0.1687419563531875
-16.7894,-8.45576,36.8,Fallow,Very High,0.1932032704353332
-15.0577,-8.77033,39.0,Fallow,Very High,0.2360833585262298
-14.5567,-8.74441,50.0,Fallow,Very High,0.3045912683010101
-18.0965,-9.92425,9.4,Fallow,Low,0.1742313355207443
-16.554,-8.64839,35.66666666666666,Fallow,High,0.2957511842250824
-17.72,-11.1005,25.1,Fallow,High,0.316636860370636
-15.9304,-10.1496,15.0,Fallow,Medium,0.2443998605012893
-17.1687,-10.4173,13.3,Fallow,Medium,0.3005093336105346
-15.6121,-8.78998,14.2,Fallow,Medium,0.1874808222055435
-16.9227,-11.2461,14.33333333333333,Fallow,Medium,0.1721566170454025
-12.6159,-7.67033,43.5,Fallow,Very High,0.2262474298477172
-13.3332,-7.23442,44.2,Fallow,Very High,0.2404752224683761
-17.5579,-10.1138,14.5,Tobacco,Medium,0.309207022190094
-16.1261,-9.60262,26.4,Tobacco,High,0.242620587348938
-14.8682,-8.34889,16.0,Tobacco,Medium,0.313564658164978
-15.2388,-6.75165,46.4,Fallow,Very High,0.2268907576799392
-17.2182,-7.34528,2.5,Fallow,Low,0.1518131494522094
-16.8375,-6.74168,37.2,Tobacco,Very High,0.3331436812877655
-18.1201,-7.80174,38.3,Tobacco,Very High,0.2417274266481399
-17.4292,-6.83499,36.56666666666667,Tobacco,Very High,0.2812411785125732
-14.0462,-7.44653,9.2,Mustard,Low,0.8109533190727234
-16.2277,-9.33352,7.1,Chickori,Low,0.3444782197475433
-15.1951,-9.28399,27.1,Chickori,High,0.7220867872238159
-17.4183,-9.70444,7.4,Lemon,Low,0.4555926024913788
-15.2722,-8.33607,27.53333333333333,Chickori,High,0.6851354837417603
-17.6808,-10.1541,11.6,Wheat,Medium,0.3475061357021332
-18.7365,-12.2959,11.8,Wheat,Medium,0.4037735760211944
-15.721,-7.93595,36.8,Wheat,Very High,0.5401785969734192
-19.2282,-8.11671,47.3,Wheat,Very High,0.4587670266628265
-19.1796,-11.2415,6.633333333333334,Wheat,Low,0.4564459919929504
-16.6537,-10.0728,3.9,Wheat,Low,0.4682402014732361
-18.1092,-11.7679,11.0,Wheat,Medium,0.3554266691207886
-18.5392,-11.5032,8.8,Wheat,Low,0.2734574675559997
-18.3652,-9.88802,7.9,Wheat,Low,0.3583367168903351
-18.9546,-11.6986,8.966666666666667,Wheat,Low,0.2529585659503937
-18.8663,-11.5938,12.1,Fallow,Medium,0.2289988547563552
-19.3104,-12.9189,8.7,Fallow,Low,0.154787003993988
-18.8113,-11.0742,17.5,Fallow,Medium,0.2862241268157959
-19.0093,-11.8076,7.5,Fallow,Low,0.2877454161643982
-18.1151,-11.9449,7.366666666666666,Fallow,Low,0.2113084495067596
-20.5352,-12.0889,11.7,Wheat,Medium,0.257540613412857
-19.5427,-13.2522,13.3,Wheat,Medium,0.1901840418577194
-20.3658,-11.2344,12.2,Wheat,Medium,0.1731843501329422
-19.3716,-10.7658,10.9,Wheat,Medium,0.2021371275186538
-20.8161,-11.4518,8.1,Wheat,Low,0.241496592760086
-18.9072,-11.4608,6.4,Wheat,Low,0.3236550092697143
-18.0152,-11.9774,8.5,Wheat,Low,0.2602458894252777
-17.9871,-11.4391,7.0,Wheat,Low,0.3098901212215423
-17.9042,-10.8925,8.3,Wheat,Low,0.3619402945041656
-19.7736,-12.5648,11.33333333333333,Wheat,Medium,0.2060555070638656
-18.1225,-11.2484,1.4,Fallow,Low,0.1349096000194549
-18.8839,-11.1409,3.0,Fallow,Low,0.1503365784883499
-18.0313,-9.81391,6.3,Fallow,Low,0.1728091686964035
-16.8363,-11.6382,1.2,Fallow,Low,0.1772063970565796
-17.8286,-11.3431,8.566666666666666,Fallow,Low,0.1475409865379333
-17.7219,-11.5145,24.1,Wheat,High,0.2637614607810974
-18.6294,-11.3281,22.2,Wheat,High,0.2659003734588623
-18.317,-9.98145,13.5,Wheat,Medium,0.1763668358325958
-17.9526,-11.002,25.7,Wheat,High,0.2994611263275146
-18.2019,-11.2054,28.13333333333333,Wheat,High,0.4014084637165069
-17.9351,-12.0211,16.1,Wheat,Medium,0.2800321280956268
-16.9283,-12.0193,15.7,Wheat,Medium,0.4696171283721924
-17.8288,-9.68352,17.8,Wheat,Medium,0.3875706195831299
-17.0496,-11.1756,18.4,Wheat,Medium,0.246511623263359
-16.8663,-10.9578,11.36666666666667,Wheat,Medium,0.2451419979333877
-20.8249,-14.0198,8.8,Wheat,Low,0.2202262133359909
