param_C,param_gamma,param_q_lower,param_q_upper,val.PICP,val.MPIW,test.PICP,test.MPIW,param_gamma_str
64,3.0517578125e-05,0.025,0.975,0.9775280898876404,41.97511192573389,0.9608938547486033,41.97565636726093,2^-15
64,6.103515625e-05,0.025,0.975,0.9775280898876404,41.95022265042863,0.9608938547486033,41.951311575447725,2^-14
64,0.0001220703125,0.025,0.975,0.9775280898876404,41.90044994189066,0.9608938547486033,41.90262795983569,2^-13
64,0.000244140625,0.025,0.975,0.9775280898876404,41.80092035920602,0.9608938547486033,41.80527706673292,2^-12
64,0.00048828125,0.025,0.975,0.9775280898876404,41.69660731876375,0.9553072625698324,41.70224311052851,2^-11
64,0.0009765625,0.025,0.975,0.9775280898876404,41.29845973498614,0.9608938547486033,41.30949884352799,2^-10
64,0.001953125,0.025,0.975,0.9775280898876404,41.02459722288561,0.9608938547486033,41.05707094729398,2^-9
64,0.00390625,0.025,0.975,0.9831460674157303,39.9955135300279,0.9664804469273743,40.08636512717671,2^-8
64,0.0078125,0.025,0.975,0.9831460674157303,38.995020218612545,0.9720670391061452,39.15469832085744,2^-7
64,0.015625,0.025,0.975,0.9887640449438202,38.082880704476146,0.9664804469273743,38.40181156508873,2^-6
64,0.03125,0.025,0.975,0.9887640449438202,36.99563474673218,0.9553072625698324,37.46100872422629,2^-5
64,0.0625,0.025,0.975,0.9887640449438202,35.71062059498465,0.9553072625698324,36.32840216467841,2^-4
64,0.125,0.025,0.975,0.9887640449438202,34.71322243408246,0.9497206703910615,35.381719317642236,2^-3
64,0.25,0.025,0.975,0.9887640449438202,34.49350531391911,0.9441340782122905,35.18964439975086,2^-2
64,0.5,0.025,0.975,0.9943820224719101,33.84970735309438,0.9385474860335196,34.59066950159156,2^-1
64,1.0,0.025,0.975,0.9887640449438202,33.34696191791504,0.9162011173184358,33.948827576913324,2^0
64,2.0,0.025,0.975,0.9775280898876404,32.59609953064582,0.9162011173184358,33.108225452266794,2^1
64,4.0,0.025,0.975,0.9719101123595506,32.2478494880281,0.8994413407821229,32.699086044158626,2^2
64,8.0,0.025,0.975,0.9325842696629213,31.610017273938805,0.888268156424581,31.92647443923215,2^3
64,16.0,0.025,0.975,0.9101123595505618,29.725035408153335,0.8379888268156425,29.545217556022862,2^4
64,32.0,0.025,0.975,0.8426966292134831,26.027232277499536,0.7597765363128491,25.46621520364343,2^5
64,64.0,0.025,0.975,0.7078651685393258,21.003132726564445,0.659217877094972,20.93907385368119,2^6
64,128.0,0.025,0.975,0.6348314606741573,17.125351471668594,0.5139664804469274,17.259495321152215,2^7
64,256.0,0.025,0.975,0.47191011235955055,13.50099165938965,0.44692737430167595,13.551878998411956,2^8
64,512.0,0.025,0.975,0.3258426966292135,9.526394125919047,0.30726256983240224,9.522108759137776,2^9
64,1024.0,0.025,0.975,0.1404494382022472,5.548020805808789,0.1564245810055866,5.6423239551442546,2^10
64,2048.0,0.025,0.975,0.08426966292134831,2.900896292383322,0.0446927374301676,2.833067048430099,2^11
64,4096.0,0.025,0.975,0.0449438202247191,1.464422362261637,0.00558659217877095,1.2598549251836582,2^12
64,8192.0,0.025,0.975,0.016853932584269662,0.6344538283618979,0.00558659217877095,0.5517839587475601,2^13
64,16384.0,0.025,0.975,0.0,0.21348284716447485,0.00558659217877095,0.26814639157275394,2^14
64,32768.0,0.025,0.975,0.0,0.04718109199246679,0.00558659217877095,0.14716147032326438,2^15
