lr,n_estimators,tau_lo,tau_hi,min_samples_leaf,max_depth,subsample,q_hat,base_w_te,val_PICP,val_MPIW,test_PICP,test_MPIW
0.03,400,0.2,0.8,22,5,1.0,7.770907,12.2621,0.914474,28.79173,0.921569,27.803901
0.03,400,0.2,0.8,25,4,0.8,7.831761,12.5509,0.921053,29.003613,0.928105,28.214458
0.03,400,0.2,0.8,25,4,0.9,7.238249,12.7106,0.888158,27.862095,0.908497,27.187067
0.03,400,0.2,0.8,25,4,1.0,7.184212,13.0906,0.901316,28.090435,0.928105,27.458978
0.03,400,0.2,0.8,25,5,0.8,8.80598,11.9696,0.914474,30.295879,0.941176,29.581593
0.03,400,0.2,0.8,25,5,0.9,8.385176,12.0393,0.907895,29.679537,0.934641,28.809673
0.03,400,0.2,0.8,25,5,1.0,7.964996,12.4542,0.921053,29.095947,0.941176,28.38418
0.03,400,0.2,0.8,30,4,0.8,7.152145,12.7055,0.907895,27.706378,0.915033,27.009786
0.03,400,0.2,0.8,30,4,0.9,7.859321,12.8235,0.921053,29.22155,0.928105,28.542114
0.03,400,0.2,0.8,30,4,1.0,7.651723,13.0527,0.901316,29.028035,0.928105,28.356148
0.03,400,0.2,0.8,30,5,0.8,7.533525,12.2412,0.907895,27.944478,0.915033,27.308231
0.03,400,0.2,0.8,30,5,0.9,8.492983,12.2285,0.914474,29.863107,0.947712,29.214431
0.03,400,0.2,0.8,30,5,1.0,8.592564,12.4608,0.927632,30.390763,0.934641,29.645953
0.03,450,0.15,0.85,15,4,0.8,6.274033,14.961,0.914474,28.512544,0.928105,27.509095
0.03,450,0.15,0.85,15,4,0.9,5.55692,15.1828,0.901316,27.265086,0.901961,26.29669
0.03,450,0.15,0.85,15,4,1.0,5.856111,15.4289,0.907895,28.192119,0.915033,27.141155
0.03,450,0.15,0.85,15,5,0.8,6.487171,13.914,0.914474,28.076744,0.895425,26.888321
0.03,450,0.15,0.85,15,5,0.9,6.99725,13.9284,0.921053,28.993986,0.928105,27.922943
0.03,450,0.15,0.85,15,5,1.0,5.892595,14.6445,0.914474,27.628951,0.901961,26.429693
0.03,450,0.15,0.85,18,4,0.8,5.961956,15.2966,0.921053,28.151359,0.928105,27.220518
0.03,450,0.15,0.85,18,4,0.9,5.984028,15.3843,0.914474,28.247773,0.921569,27.352378
0.03,450,0.15,0.85,18,4,1.0,5.358216,15.5609,0.901316,27.368344,0.921569,26.277295
0.03,450,0.15,0.85,18,5,0.8,7.095568,14.1895,0.927632,29.496649,0.928105,28.380638
0.03,450,0.15,0.85,18,5,0.9,5.968718,14.113,0.907895,26.974506,0.888889,26.05044
0.03,450,0.15,0.85,18,5,1.0,5.853481,14.3017,0.907895,26.962295,0.901961,26.008686
0.03,450,0.15,0.85,20,4,0.8,5.628245,15.4889,0.914474,27.539437,0.915033,26.745355
0.03,450,0.15,0.85,20,4,0.9,5.674629,15.3418,0.907895,27.580547,0.908497,26.691038
0.03,450,0.15,0.85,20,4,1.0,5.231081,15.5092,0.907895,27.047798,0.915033,25.97135
0.03,450,0.15,0.85,20,5,0.8,6.268693,14.1582,0.914474,27.593907,0.901961,26.695599
0.03,450,0.15,0.85,20,5,0.9,6.650573,14.2663,0.927632,28.49829,0.915033,27.567446
0.03,450,0.15,0.85,20,5,1.0,5.369271,14.298,0.901316,26.178134,0.875817,25.036533
0.03,450,0.15,0.85,22,4,0.8,6.453895,15.2999,0.934211,28.9534,0.934641,28.207727
0.03,450,0.15,0.85,22,4,0.9,5.798886,15.4339,0.921053,27.863245,0.921569,27.031718
0.03,450,0.15,0.85,22,4,1.0,5.443316,15.5394,0.921053,27.494489,0.921569,26.426023
0.03,450,0.15,0.85,22,5,0.8,7.101519,14.1223,0.927632,29.196385,0.947712,28.325325
0.03,450,0.15,0.85,22,5,0.9,6.05925,14.5235,0.914474,27.600967,0.901961,26.641968
0.03,450,0.15,0.85,22,5,1.0,5.404745,14.6677,0.894737,26.416814,0.895425,25.477155
0.03,450,0.15,0.85,25,4,0.8,5.809365,15.405,0.921053,27.922398,0.921569,27.023779
0.03,450,0.15,0.85,25,4,0.9,5.829163,15.6317,0.907895,28.0624,0.928105,27.290011
0.03,450,0.15,0.85,25,4,1.0,5.106815,15.9945,0.907895,26.972565,0.908497,26.208107
0.03,450,0.15,0.85,25,5,0.8,6.873142,14.5599,0.921053,29.178761,0.947712,28.306232
0.03,450,0.15,0.85,25,5,0.9,6.169866,14.6621,0.921053,27.856646,0.908497,27.001875
0.03,450,0.15,0.85,25,5,1.0,5.609227,15.0161,0.907895,26.99611,0.901961,26.234599
0.03,450,0.15,0.85,30,4,0.8,5.618933,15.5203,0.901316,27.416319,0.908497,26.758121
0.03,450,0.15,0.85,30,4,0.9,5.918561,15.5023,0.921053,28.104237,0.928105,27.339398
0.03,450,0.15,0.85,30,4,1.0,5.270496,15.8073,0.894737,27.079173,0.901961,26.348296
0.03,450,0.15,0.85,30,5,0.8,7.316068,14.4387,0.934211,29.887443,0.954248,29.07079
0.03,450,0.15,0.85,30,5,0.9,6.688915,14.7339,0.914474,28.828183,0.941176,28.111717
0.03,450,0.15,0.85,30,5,1.0,5.718948,15.1115,0.894737,27.153794,0.915033,26.549404
0.03,450,0.2,0.8,15,4,0.8,7.553609,11.9721,0.914474,27.987306,0.908497,27.079281
0.03,450,0.2,0.8,15,4,0.9,7.610747,12.1542,0.901316,28.232023,0.921569,27.375679
0.03,450,0.2,0.8,15,4,1.0,7.350389,12.9047,0.914474,28.328581,0.928105,27.605443
0.03,450,0.2,0.8,15,5,0.8,8.09922,11.3879,0.907895,28.514398,0.921569,27.586322
0.03,450,0.2,0.8,15,5,0.9,7.594827,11.5623,0.894737,27.665905,0.901961,26.751972
0.03,450,0.2,0.8,15,5,1.0,7.527578,12.0403,0.894737,27.956315,0.921569,27.095407
0.03,450,0.2,0.8,18,4,0.8,7.333079,12.2124,0.901316,27.799001,0.901961,26.878524
0.03,450,0.2,0.8,18,4,0.9,7.542064,12.3291,0.901316,28.318255,0.908497,27.413277
0.03,450,0.2,0.8,18,4,1.0,7.57852,12.5514,0.901316,28.710937,0.915033,27.708432
0.03,450,0.2,0.8,18,5,0.8,7.625445,11.5958,0.901316,27.660608,0.908497,26.846654
0.03,450,0.2,0.8,18,5,0.9,9.040514,11.4833,0.927632,30.687297,0.941176,29.564331
0.03,450,0.2,0.8,18,5,1.0,7.277808,12.0453,0.888158,27.724478,0.921569,26.600959
0.03,450,0.2,0.8,20,4,0.8,7.75314,12.412,0.914474,28.716414,0.921569,27.918296
0.03,450,0.2,0.8,20,4,0.9,8.128464,12.3158,0.907895,29.538404,0.934641,28.572761
0.03,450,0.2,0.8,20,4,1.0,7.512157,12.6669,0.907895,28.65606,0.915033,27.691201
0.03,450,0.2,0.8,20,5,0.8,8.491924,11.6264,0.927632,29.392513,0.928105,28.610243
0.03,450,0.2,0.8,20,5,0.9,7.810643,11.8336,0.894737,28.205129,0.908497,27.454871
0.03,450,0.2,0.8,20,5,1.0,7.903432,12.0166,0.914474,28.694179,0.915033,27.823488
0.03,450,0.2,0.8,22,4,0.8,7.763618,12.2537,0.901316,28.565185,0.908497,27.780984
0.03,450,0.2,0.8,22,4,0.9,7.25105,12.4493,0.901316,27.728458,0.901961,26.951379
0.03,450,0.2,0.8,22,4,1.0,7.001412,12.7402,0.907895,27.499992,0.895425,26.743042
0.03,450,0.2,0.8,22,5,0.8,8.61708,11.7499,0.921053,29.858277,0.934641,28.984109
0.03,450,0.2,0.8,22,5,0.9,7.799163,11.9597,0.921053,28.289898,0.908497,27.557987
0.03,450,0.2,0.8,22,5,1.0,7.847809,12.1059,0.914474,28.789967,0.915033,27.801515
0.03,450,0.2,0.8,25,4,0.8,8.194004,12.4102,0.921053,29.577285,0.934641,28.798228
0.03,450,0.2,0.8,25,4,0.9,7.414981,12.5742,0.888158,28.053934,0.908497,27.404206
0.03,450,0.2,0.8,25,4,1.0,7.333335,12.917,0.894737,28.25681,0.928105,27.583689
0.03,450,0.2,0.8,25,5,0.8,8.80901,11.8201,0.914474,30.15834,0.947712,29.438147
0.03,450,0.2,0.8,25,5,0.9,8.489616,11.8982,0.921053,29.715052,0.921569,28.877403
0.03,450,0.2,0.8,25,5,1.0,8.099224,12.3226,0.921053,29.216452,0.934641,28.521076
0.03,450,0.2,0.8,30,4,0.8,7.395127,12.513,0.907895,27.994535,0.915033,27.303288
0.03,450,0.2,0.8,30,4,0.9,7.948302,12.5863,0.914474,29.146218,0.928105,28.482952
0.03,450,0.2,0.8,30,4,1.0,7.706937,12.9792,0.901316,29.043991,0.934641,28.393082
0.03,450,0.2,0.8,30,5,0.8,7.561079,12.0468,0.907895,27.763701,0.908497,27.168993
0.03,450,0.2,0.8,30,5,0.9,8.62565,12.0162,0.914474,29.926574,0.947712,29.267497
0.03,450,0.2,0.8,30,5,1.0,8.487545,12.2743,0.921053,29.969143,0.934641,29.249369
0.03,500,0.15,0.85,15,4,0.8,6.278918,14.7522,0.914474,28.27566,0.915033,27.310049
0.03,500,0.15,0.85,15,4,0.9,5.731135,15.0133,0.901316,27.455255,0.908497,26.475583
0.03,500,0.15,0.85,15,4,1.0,5.936241,15.2513,0.907895,28.170959,0.915033,27.123759
0.03,500,0.15,0.85,15,5,0.8,6.645016,13.6836,0.914474,28.158314,0.895425,26.973598
0.03,500,0.15,0.85,15,5,0.9,6.98695,13.7602,0.921053,28.820248,0.921569,27.734131
0.03,500,0.15,0.85,15,5,1.0,5.860953,14.4825,0.914474,27.426967,0.895425,26.20443
0.03,500,0.15,0.85,18,4,0.8,6.081986,15.1254,0.921053,28.237831,0.928105,27.289365
0.03,500,0.15,0.85,18,4,0.9,6.106237,15.1858,0.914474,28.279581,0.915033,27.398322
0.03,500,0.15,0.85,18,4,1.0,5.393675,15.3949,0.894737,27.271173,0.915033,26.182277
0.03,500,0.15,0.85,18,5,0.8,7.117528,13.9372,0.927632,29.273573,0.915033,28.172255
0.03,500,0.15,0.85,18,5,0.9,6.094452,13.8706,0.901316,26.994836,0.888889,26.059513
0.03,500,0.15,0.85,18,5,1.0,6.038189,14.1324,0.907895,27.151783,0.901961,26.208796
0.03,500,0.15,0.85,20,4,0.8,5.686017,15.309,0.921053,27.46123,0.915033,26.681082
0.03,500,0.15,0.85,20,4,0.9,5.871243,15.1605,0.907895,27.794761,0.908497,26.902996
0.03,500,0.15,0.85,20,4,1.0,5.223514,15.3642,0.907895,26.858466,0.915033,25.81126
0.03,500,0.15,0.85,20,5,0.8,6.469522,13.9656,0.914474,27.778116,0.901961,26.904639
0.03,500,0.15,0.85,20,5,0.9,6.706721,14.0878,0.927632,28.434457,0.908497,27.501274
0.03,500,0.15,0.85,20,5,1.0,5.284472,14.0987,0.901316,25.821844,0.862745,24.667684
0.03,500,0.15,0.85,22,4,0.8,6.454144,15.1037,0.927632,28.760745,0.928105,28.011997
0.03,500,0.15,0.85,22,4,0.9,5.976665,15.2527,0.921053,28.067943,0.928105,27.206046
0.03,500,0.15,0.85,22,4,1.0,5.626096,15.3894,0.921053,27.728407,0.928105,26.641575
0.03,500,0.15,0.85,22,5,0.8,7.397021,13.8899,0.927632,29.515276,0.954248,28.683987
0.03,500,0.15,0.85,22,5,0.9,6.189613,14.3545,0.914474,27.711387,0.908497,26.73376
0.03,500,0.15,0.85,22,5,1.0,5.643633,14.5127,0.907895,26.73497,0.901961,25.799969
0.03,500,0.15,0.85,25,4,0.8,5.907904,15.2755,0.921053,27.960413,0.921569,27.091262
0.03,500,0.15,0.85,25,4,0.9,6.018802,15.5004,0.914474,28.298806,0.928105,27.537974
0.03,500,0.15,0.85,25,4,1.0,5.168495,15.888,0.907895,26.983761,0.908497,26.224958
0.03,500,0.15,0.85,25,5,0.8,6.91671,14.3252,0.921053,29.037716,0.941176,28.158627
0.03,500,0.15,0.85,25,5,0.9,6.427614,14.4622,0.921053,28.171284,0.915033,27.317467
0.03,500,0.15,0.85,25,5,1.0,5.653571,14.8668,0.907895,26.947398,0.901961,26.173936
0.03,500,0.15,0.85,30,4,0.8,5.715245,15.3741,0.907895,27.450437,0.908497,26.804582
0.03,500,0.15,0.85,30,4,0.9,5.893548,15.3386,0.914474,27.88041,0.915033,27.125716
0.03,500,0.15,0.85,30,4,1.0,5.568024,15.6342,0.894737,27.501974,0.915033,26.770222
0.03,500,0.15,0.85,30,5,0.8,7.398037,14.2776,0.940789,29.876982,0.954248,29.073626
0.03,500,0.15,0.85,30,5,0.9,6.809043,14.5954,0.914474,28.904176,0.934641,28.213511
0.03,500,0.15,0.85,30,5,1.0,5.931842,14.8854,0.894737,27.310796,0.921569,26.749092
0.03,500,0.2,0.8,15,4,0.8,7.600892,11.8499,0.907895,27.98387,0.915033,27.051679
0.03,500,0.2,0.8,15,4,0.9,7.636871,12.0344,0.901316,28.154932,0.921569,27.308153
0.03,500,0.2,0.8,15,4,1.0,7.406721,12.7727,0.907895,28.306637,0.928105,27.586182
0.03,500,0.2,0.8,15,5,0.8,8.126205,11.2396,0.907895,28.412172,0.915033,27.49198
0.03,500,0.2,0.8,15,5,0.9,7.597031,11.3939,0.894737,27.496604,0.895425,26.587941
0.03,500,0.2,0.8,15,5,1.0,7.553571,11.9362,0.888158,27.865859,0.915033,27.043318
0.03,500,0.2,0.8,18,4,0.8,7.443132,12.0612,0.894737,27.841226,0.901961,26.947429
0.03,500,0.2,0.8,18,4,0.9,7.481043,12.1459,0.901316,27.988151,0.908497,27.108005
0.03,500,0.2,0.8,18,4,1.0,7.448942,12.4567,0.901316,28.353622,0.895425,27.354557
0.03,500,0.2,0.8,18,5,0.8,7.811553,11.4387,0.901316,27.897781,0.908497,27.061849
0.03,500,0.2,0.8,18,5,0.9,9.019795,11.3169,0.927632,30.476417,0.941176,29.356491
0.03,500,0.2,0.8,18,5,1.0,7.387281,11.8294,0.888158,27.732417,0.915033,26.603914
0.03,500,0.2,0.8,20,4,0.8,7.871854,12.2281,0.907895,28.770605,0.921569,27.971765
0.03,500,0.2,0.8,20,4,0.9,8.248719,12.2,0.907895,29.653866,0.934641,28.6974
0.03,500,0.2,0.8,20,4,1.0,7.433645,12.5531,0.907895,28.382332,0.915033,27.420348
0.03,500,0.2,0.8,20,5,0.8,8.442336,11.4596,0.921053,29.112559,0.921569,28.344259
0.03,500,0.2,0.8,20,5,0.9,8.131423,11.6163,0.914474,28.604455,0.908497,27.879102
0.03,500,0.2,0.8,20,5,1.0,7.917712,11.8505,0.914474,28.562836,0.908497,27.685956
0.03,500,0.2,0.8,22,4,0.8,7.843198,12.0666,0.901316,28.532476,0.908497,27.752985
0.03,500,0.2,0.8,22,4,0.9,7.811842,12.344,0.914474,28.71568,0.915033,27.967674
0.03,500,0.2,0.8,22,4,1.0,7.078095,12.6115,0.907895,27.521539,0.888889,26.767684
0.03,500,0.2,0.8,22,5,0.8,8.616609,11.6153,0.921053,29.716995,0.934641,28.848536
0.03,500,0.2,0.8,22,5,0.9,7.859491,11.8199,0.907895,28.269391,0.901961,27.538846
0.03,500,0.2,0.8,22,5,1.0,7.814163,11.971,0.914474,28.602471,0.915033,27.599293
0.03,500,0.2,0.8,25,4,0.8,8.334773,12.2241,0.921053,29.656829,0.934641,28.893667
0.03,500,0.2,0.8,25,4,0.9,7.600379,12.447,0.888158,28.256375,0.915033,27.647795
0.03,500,0.2,0.8,25,4,1.0,7.529869,12.7704,0.894737,28.510487,0.928105,27.83011
0.03,500,0.2,0.8,25,5,0.8,8.694377,11.6741,0.914474,29.775526,0.928105,29.062846
0.03,500,0.2,0.8,25,5,0.9,8.730474,11.7607,0.921053,30.04949,0.928105,29.221696
0.03,500,0.2,0.8,25,5,1.0,8.288612,12.2147,0.921053,29.477567,0.941176,28.791903
0.03,500,0.2,0.8,30,4,0.8,7.538164,12.392,0.914474,28.161165,0.915033,27.468362
0.03,500,0.2,0.8,30,4,0.9,8.137081,12.4707,0.907895,29.396551,0.934641,28.744891
0.03,500,0.2,0.8,30,4,1.0,7.793234,12.9157,0.901316,29.13342,0.928105,28.502129
0.03,500,0.2,0.8,30,5,0.8,7.604951,11.9138,0.907895,27.70946,0.908497,27.123751
0.03,500,0.2,0.8,30,5,0.9,8.671544,11.8984,0.914474,29.886645,0.947712,29.241445
0.03,500,0.2,0.8,30,5,1.0,8.680705,12.1599,0.927632,30.246405,0.934641,29.521325
0.03,550,0.15,0.85,15,4,0.8,6.307925,14.5884,0.914474,28.206048,0.915033,27.204279
0.03,550,0.15,0.85,15,4,0.9,5.940702,14.7983,0.907895,27.673719,0.901961,26.679744
0.03,550,0.15,0.85,15,4,1.0,6.152529,15.0611,0.914474,28.443512,0.915033,27.366157
0.03,550,0.15,0.85,15,5,0.8,6.66457,13.522,0.914474,28.035047,0.895425,26.851157
0.03,550,0.15,0.85,15,5,0.9,7.164926,13.6037,0.927632,28.998659,0.921569,27.933578
0.03,550,0.15,0.85,15,5,1.0,6.067069,14.3551,0.921053,27.696138,0.895425,26.489238
0.03,550,0.15,0.85,18,4,0.8,6.028087,14.9754,0.921053,27.981209,0.921569,27.031621
0.03,550,0.15,0.85,18,4,0.9,6.217603,15.1015,0.914474,28.386782,0.915033,27.536716
0.03,550,0.15,0.85,18,4,1.0,5.403911,15.3001,0.894737,27.202502,0.915033,26.107896
0.03,550,0.15,0.85,18,5,0.8,7.041059,13.696,0.921053,28.832483,0.901961,27.778135
0.03,550,0.15,0.85,18,5,0.9,6.217742,13.6926,0.907895,27.048548,0.888889,26.12808
0.03,550,0.15,0.85,18,5,1.0,6.088717,13.9563,0.907895,27.091101,0.901961,26.133744
0.03,550,0.15,0.85,20,4,0.8,6.034672,15.0276,0.921053,27.842693,0.915033,27.096939
0.03,550,0.15,0.85,20,4,0.9,6.10712,14.9824,0.907895,28.094067,0.908497,27.196649
0.03,550,0.15,0.85,20,4,1.0,5.253342,15.2559,0.907895,26.796501,0.915033,25.76255
0.03,550,0.15,0.85,20,5,0.8,6.599642,13.7958,0.914474,27.8429,0.895425,26.995106
0.03,550,0.15,0.85,20,5,0.9,7.010925,13.8803,0.927632,28.823159,0.921569,27.902148
0.03,550,0.15,0.85,20,5,1.0,5.73773,13.9055,0.901316,26.520196,0.882353,25.380963
0.03,550,0.15,0.85,22,4,0.8,6.482703,14.9605,0.927632,28.649915,0.934641,27.925942
0.03,550,0.15,0.85,22,4,0.9,6.096413,15.1156,0.914474,28.188663,0.928105,27.308381
0.03,550,0.15,0.85,22,4,1.0,5.681452,15.2166,0.921053,27.662619,0.921569,26.579539
0.03,550,0.15,0.85,22,5,0.8,7.409021,13.6956,0.921053,29.30236,0.947712,28.513629
0.03,550,0.15,0.85,22,5,0.9,6.3476,14.1988,0.914474,27.893321,0.908497,26.893981
0.03,550,0.15,0.85,22,5,1.0,5.870829,14.3237,0.907895,27.018885,0.901961,26.065398
0.03,550,0.15,0.85,25,4,0.8,5.995399,15.0548,0.921053,27.918196,0.921569,27.045559
0.03,550,0.15,0.85,25,4,0.9,6.08214,15.4323,0.914474,28.332831,0.928105,27.596595
0.03,550,0.15,0.85,25,4,1.0,5.316546,15.7136,0.901316,27.128615,0.908497,26.346695
0.03,550,0.15,0.85,25,5,0.8,7.021054,14.1471,0.921053,29.037248,0.941176,28.189217
0.03,550,0.15,0.85,25,5,0.9,6.707955,14.2413,0.921053,28.539374,0.928105,27.657199
0.03,550,0.15,0.85,25,5,1.0,5.849122,14.7422,0.907895,27.183322,0.908497,26.440475
0.03,550,0.15,0.85,30,4,0.8,5.760774,15.1656,0.907895,27.321027,0.908497,26.687181
0.03,550,0.15,0.85,30,4,0.9,5.984085,15.2172,0.914474,27.929434,0.908497,27.185321
0.03,550,0.15,0.85,30,4,1.0,5.638119,15.5461,0.894737,27.552147,0.915033,26.82236
0.03,550,0.15,0.85,30,5,0.8,7.528966,14.1649,0.940789,29.997244,0.954248,29.222825
0.03,550,0.15,0.85,30,5,0.9,7.079761,14.4162,0.921053,29.232114,0.947712,28.575727
0.03,550,0.15,0.85,30,5,1.0,6.083849,14.7589,0.901316,27.48626,0.928105,26.926614
0.03,550,0.2,0.8,15,4,0.8,7.695954,11.7319,0.907895,28.062371,0.921569,27.123837
0.03,550,0.2,0.8,15,4,0.9,7.702541,11.9552,0.901316,28.200312,0.928105,27.36027
0.03,550,0.2,0.8,15,4,1.0,7.077417,12.6932,0.894737,27.561273,0.915033,26.848009
0.03,550,0.2,0.8,15,5,0.8,8.301298,11.091,0.907895,28.623567,0.921569,27.693555
0.03,550,0.2,0.8,15,5,0.9,7.603303,11.2259,0.894737,27.34693,0.888889,26.43251
0.03,550,0.2,0.8,15,5,1.0,7.541298,11.8753,0.888158,27.76425,0.908497,26.957925
0.03,550,0.2,0.8,18,4,0.8,7.434133,11.9758,0.894737,27.711153,0.895425,26.844066
0.03,550,0.2,0.8,18,4,0.9,7.461968,12.012,0.901316,27.801977,0.908497,26.935971
0.03,550,0.2,0.8,18,4,1.0,7.528251,12.3828,0.901316,28.398146,0.895425,27.439316
0.03,550,0.2,0.8,18,5,0.8,7.828406,11.337,0.901316,27.819324,0.908497,26.99385
0.03,550,0.2,0.8,18,5,0.9,9.013504,11.228,0.927632,30.367399,0.941176,29.255
0.03,550,0.2,0.8,18,5,1.0,7.542085,11.6867,0.888158,27.932256,0.915033,26.770887
0.03,550,0.2,0.8,20,4,0.8,8.070718,12.0608,0.907895,28.966877,0.908497,28.202281
0.03,550,0.2,0.8,20,4,0.9,8.24277,12.0674,0.907895,29.451648,0.934641,28.552904
0.03,550,0.2,0.8,20,4,1.0,7.615933,12.5032,0.914474,28.675152,0.915033,27.735047
0.03,550,0.2,0.8,20,5,0.8,8.414759,11.2551,0.921053,28.848927,0.915033,28.084606
0.03,550,0.2,0.8,20,5,0.9,8.207297,11.4844,0.914474,28.618825,0.908497,27.898957
0.03,550,0.2,0.8,20,5,1.0,7.978746,11.7389,0.914474,28.583281,0.908497,27.696395
0.03,550,0.2,0.8,22,4,0.8,7.797953,11.9699,0.901316,28.328217,0.908497,27.565787
0.03,550,0.2,0.8,22,4,0.9,8.029332,12.2458,0.914474,29.0731,0.915033,28.304469
0.03,550,0.2,0.8,22,4,1.0,7.328444,12.5156,0.907895,27.909347,0.901961,27.172499
0.03,550,0.2,0.8,22,5,0.8,8.536851,11.4723,0.921053,29.385885,0.928105,28.545994
0.03,550,0.2,0.8,22,5,0.9,8.063019,11.7257,0.921053,28.544695,0.901961,27.851689
0.03,550,0.2,0.8,22,5,1.0,7.968085,11.8818,0.914474,28.812082,0.915033,27.817979
0.03,550,0.2,0.8,25,4,0.8,8.270642,12.1046,0.914474,29.430507,0.934641,28.64589
0.03,550,0.2,0.8,25,4,0.9,7.624296,12.3653,0.888158,28.210615,0.908497,27.61385
0.03,550,0.2,0.8,25,4,1.0,7.29451,12.6991,0.888158,27.947729,0.928105,27.288111
0.03,550,0.2,0.8,25,5,0.8,8.7857,11.4896,0.914474,29.764424,0.934641,29.060985
0.03,550,0.2,0.8,25,5,0.9,8.790874,11.661,0.914474,30.068651,0.934641,29.242741
0.03,550,0.2,0.8,25,5,1.0,8.393755,12.0507,0.921053,29.54131,0.941176,28.838161
0.03,550,0.2,0.8,30,4,0.8,7.688263,12.2485,0.914474,28.292331,0.921569,27.625029
0.03,550,0.2,0.8,30,4,0.9,8.319427,12.3045,0.914474,29.589402,0.934641,28.94335
0.03,550,0.2,0.8,30,4,1.0,7.997441,12.8331,0.901316,29.476173,0.934641,28.827932
0.03,550,0.2,0.8,30,5,0.8,7.878431,11.7641,0.907895,28.087471,0.915033,27.520939
0.03,550,0.2,0.8,30,5,0.9,8.730984,11.7659,0.907895,29.872404,0.954248,29.227876
0.03,550,0.2,0.8,30,5,1.0,8.617771,12.0666,0.914474,30.017345,0.934641,29.302137
0.03,600,0.15,0.85,15,4,0.8,6.364655,14.438,0.907895,28.144575,0.915033,27.167313
0.03,600,0.15,0.85,15,4,0.9,6.288285,14.6358,0.914474,28.183294,0.921569,27.212339
0.03,600,0.15,0.85,15,4,1.0,6.204778,14.9007,0.914474,28.406282,0.915033,27.310214
0.03,600,0.15,0.85,15,5,0.8,6.79524,13.3227,0.914474,28.072384,0.895425,26.913161
0.03,600,0.15,0.85,15,5,0.9,7.24687,13.4777,0.927632,29.049962,0.915033,27.971403
0.03,600,0.15,0.85,15,5,1.0,6.215953,14.2547,0.921053,27.905029,0.895425,26.686611
0.03,600,0.15,0.85,18,4,0.8,6.002699,14.8305,0.921053,27.775892,0.908497,26.835886
0.03,600,0.15,0.85,18,4,0.9,6.377191,14.9561,0.921053,28.56231,0.921569,27.710507
0.03,600,0.15,0.85,18,4,1.0,5.392085,15.1788,0.894737,27.04073,0.908497,25.963003
0.03,600,0.15,0.85,18,5,0.8,7.167333,13.5247,0.921053,28.853666,0.901961,27.859395
0.03,600,0.15,0.85,18,5,0.9,6.490293,13.5398,0.907895,27.443658,0.908497,26.520421
0.03,600,0.15,0.85,18,5,1.0,6.050927,13.897,0.907895,26.941121,0.901961,25.998841
0.03,600,0.15,0.85,20,4,0.8,6.124243,14.8911,0.921053,27.843141,0.915033,27.1396
0.03,600,0.15,0.85,20,4,0.9,6.256941,14.8006,0.907895,28.220194,0.915033,27.31449
0.03,600,0.15,0.85,20,4,1.0,5.27559,15.1722,0.907895,26.745255,0.908497,25.723375
0.03,600,0.15,0.85,20,5,0.8,6.704366,13.6191,0.914474,27.834483,0.901961,27.027799
0.03,600,0.15,0.85,20,5,0.9,7.066376,13.7257,0.927632,28.764136,0.921569,27.858498
0.03,600,0.15,0.85,20,5,1.0,5.771873,13.7962,0.901316,26.472816,0.875817,25.33995
0.03,600,0.15,0.85,22,4,0.8,6.654125,14.8181,0.921053,28.851398,0.934641,28.126352
0.03,600,0.15,0.85,22,4,0.9,6.051194,15.0395,0.907895,28.023308,0.928105,27.141926
0.03,600,0.15,0.85,22,4,1.0,5.843135,15.0407,0.921053,27.807672,0.921569,26.726946
0.03,600,0.15,0.85,22,5,0.8,7.587885,13.5666,0.927632,29.525131,0.947712,28.742354
0.03,600,0.15,0.85,22,5,0.9,6.414029,14.0803,0.914474,27.900211,0.908497,26.908375
0.03,600,0.15,0.85,22,5,1.0,5.880974,14.2289,0.907895,26.924662,0.901961,25.990851
0.03,600,0.15,0.85,25,4,0.8,6.131432,14.9101,0.914474,28.052087,0.921569,27.172963
0.03,600,0.15,0.85,25,4,0.9,6.233638,15.2884,0.914474,28.470715,0.921569,27.75569
0.03,600,0.15,0.85,25,4,1.0,5.330352,15.5773,0.901316,27.023085,0.908497,26.238034
0.03,600,0.15,0.85,25,5,0.8,7.08454,14.0224,0.921053,29.005763,0.941176,28.191436
0.03,600,0.15,0.85,25,5,0.9,6.918686,14.0583,0.927632,28.769904,0.934641,27.895694
0.03,600,0.15,0.85,25,5,1.0,5.875997,14.6188,0.907895,27.09874,0.895425,26.370841
0.03,600,0.15,0.85,30,4,0.8,5.900748,14.9711,0.901316,27.402036,0.908497,26.772615
0.03,600,0.15,0.85,30,4,0.9,5.997726,15.0903,0.914474,27.824947,0.908497,27.085754
0.03,600,0.15,0.85,30,4,1.0,5.814084,15.3921,0.894737,27.762949,0.915033,27.020235
0.03,600,0.15,0.85,30,5,0.8,7.525182,14.0416,0.940789,29.870883,0.954248,29.092005
0.03,600,0.15,0.85,30,5,0.9,7.131289,14.2518,0.921053,29.151947,0.947712,28.51436
0.03,600,0.15,0.85,30,5,1.0,6.145356,14.6037,0.901316,27.441283,0.915033,26.894366
0.03,600,0.2,0.8,15,4,0.8,7.703993,11.6311,0.901316,27.977501,0.908497,27.039082
0.03,600,0.2,0.8,15,4,0.9,7.918992,11.8426,0.901316,28.53036,0.928105,27.680597
0.03,600,0.2,0.8,15,4,1.0,7.106695,12.6328,0.894737,27.542285,0.908497,26.846226
