lr,n_estimators,tau_lo,tau_hi,min_samples_leaf,max_depth,subsample,q_hat,base_w_te,val_PICP,val_MPIW,test_PICP,test_MPIW
0.025,450,0.15,0.85,25,4,0.9,5.096513,15.6551,0.914474,26.714803,0.908497,25.848145
0.025,450,0.15,0.85,25,4,1.0,5.043248,16.1733,0.901316,27.000345,0.921569,26.259806
0.025,450,0.15,0.85,25,5,0.8,5.925421,14.8698,0.907895,27.649243,0.915033,26.720612
0.025,450,0.15,0.85,25,5,0.9,6.049766,14.8567,0.907895,27.827189,0.921569,26.956227
0.025,450,0.15,0.85,25,5,1.0,5.125763,15.2324,0.894737,26.240915,0.895425,25.483903
0.025,450,0.15,0.85,30,4,0.8,6.177419,15.5975,0.921053,28.694027,0.934641,27.952359
0.025,450,0.15,0.85,30,4,0.9,5.867368,15.7097,0.907895,28.211274,0.921569,27.444404
0.025,450,0.15,0.85,30,4,1.0,4.972367,16.0181,0.901316,26.750624,0.908497,25.962838
0.025,450,0.15,0.85,30,5,0.8,6.554768,14.9096,0.927632,28.966357,0.941176,28.019095
0.025,450,0.15,0.85,30,5,0.9,6.178043,14.9892,0.921053,27.991739,0.928105,27.345311
0.025,450,0.15,0.85,30,5,1.0,5.766151,15.2084,0.901316,27.588052,0.915033,26.740653
0.025,450,0.2,0.8,15,4,0.8,7.965868,12.3942,0.907895,29.284885,0.921569,28.325933
0.025,450,0.2,0.8,15,4,0.9,7.777438,12.4463,0.901316,28.700385,0.928105,28.001177
0.025,450,0.2,0.8,15,4,1.0,7.123329,12.8905,0.914474,27.837615,0.915033,27.137192
0.025,450,0.2,0.8,15,5,0.8,8.138609,11.5595,0.914474,28.92287,0.928105,27.836674
0.025,450,0.2,0.8,15,5,0.9,8.393568,11.8808,0.914474,29.555969,0.947712,28.667966
0.025,450,0.2,0.8,15,5,1.0,7.72052,12.2567,0.921053,28.553146,0.934641,27.697774
0.025,450,0.2,0.8,18,4,0.8,7.346258,12.4641,0.907895,28.083775,0.901961,27.156594
0.025,450,0.2,0.8,18,4,0.9,7.184443,12.5434,0.894737,27.799308,0.901961,26.912266
0.025,450,0.2,0.8,18,4,1.0,6.860235,12.8354,0.901316,27.439955,0.901961,26.55584
0.025,450,0.2,0.8,18,5,0.8,7.873442,11.779,0.921053,28.249871,0.915033,27.525861
0.025,450,0.2,0.8,18,5,0.9,7.851947,12.0061,0.901316,28.636253,0.928105,27.710042
0.025,450,0.2,0.8,18,5,1.0,7.76741,12.2554,0.921053,29.050802,0.928105,27.790267
0.025,450,0.2,0.8,20,4,0.8,7.678569,12.4268,0.914474,28.63816,0.921569,27.783907
0.025,450,0.2,0.8,20,4,0.9,8.198138,12.7166,0.927632,29.888325,0.941176,29.112876
0.025,450,0.2,0.8,20,4,1.0,7.414138,13.069,0.901316,28.650234,0.915033,27.897283
0.025,450,0.2,0.8,20,5,0.8,7.927833,11.6513,0.901316,28.236811,0.908497,27.50696
0.025,450,0.2,0.8,20,5,0.9,8.041696,12.078,0.901316,28.969442,0.928105,28.16141
0.025,450,0.2,0.8,20,5,1.0,7.97357,12.2115,0.901316,29.11203,0.934641,28.158677
0.025,450,0.2,0.8,22,4,0.8,7.905481,12.679,0.914474,29.168799,0.934641,28.489932
0.025,450,0.2,0.8,22,4,0.9,8.153404,12.7139,0.914474,29.800381,0.941176,29.020739
0.025,450,0.2,0.8,22,4,1.0,6.872682,12.9696,0.901316,27.552401,0.915033,26.714974
0.025,450,0.2,0.8,22,5,0.8,7.49882,12.0979,0.907895,27.924562,0.908497,27.09556
0.025,450,0.2,0.8,22,5,0.9,7.707267,12.0971,0.914474,28.337571,0.908497,27.511639
0.025,450,0.2,0.8,22,5,1.0,7.622622,12.1687,0.921053,28.628943,0.921569,27.413911
0.025,450,0.2,0.8,25,4,0.8,7.621597,12.7242,0.907895,28.778836,0.921569,27.967369
0.025,450,0.2,0.8,25,4,0.9,7.893588,12.7422,0.921053,29.277013,0.928105,28.529333
0.025,450,0.2,0.8,25,4,1.0,6.695461,12.8129,0.901316,27.05614,0.895425,26.203803
0.025,450,0.2,0.8,25,5,0.8,8.663486,12.1335,0.914474,30.194387,0.947712,29.460487
0.025,450,0.2,0.8,25,5,0.9,8.368114,12.1122,0.914474,29.664589,0.941176,28.848412
0.025,450,0.2,0.8,25,5,1.0,7.806148,12.3679,0.921053,28.873679,0.908497,27.980153
0.025,450,0.2,0.8,30,4,0.8,8.086582,12.7816,0.914474,29.635465,0.947712,28.954721
0.025,450,0.2,0.8,30,4,0.9,7.732825,12.83,0.914474,28.942918,0.921569,28.295633
0.025,450,0.2,0.8,30,4,1.0,7.547819,13.1455,0.894737,28.826022,0.915033,28.241119
0.025,450,0.2,0.8,30,5,0.8,7.980607,12.1283,0.907895,28.720445,0.928105,28.089512
0.025,450,0.2,0.8,30,5,0.9,8.377571,12.3707,0.914474,29.719165,0.947712,29.125881
0.025,450,0.2,0.8,30,5,1.0,7.690717,12.5744,0.907895,28.854349,0.915033,27.955799
0.025,500,0.15,0.85,15,4,0.8,5.360413,15.1159,0.894737,26.755566,0.901961,25.836752
0.025,500,0.15,0.85,15,4,0.9,5.380166,15.1946,0.907895,27.09338,0.888889,25.954964
0.025,500,0.15,0.85,15,4,1.0,5.394889,15.6447,0.907895,27.642909,0.888889,26.43443
0.025,500,0.15,0.85,15,5,0.8,6.742845,14.0903,0.921053,28.556149,0.921569,27.576023
0.025,500,0.15,0.85,15,5,0.9,6.054498,14.123,0.907895,27.400626,0.895425,26.231947
0.025,500,0.15,0.85,15,5,1.0,5.500182,14.6731,0.894737,26.724719,0.888889,25.673426
0.025,500,0.15,0.85,18,4,0.8,5.722835,15.2444,0.907895,27.636289,0.908497,26.690022
0.025,500,0.15,0.85,18,4,0.9,5.597747,15.5109,0.927632,27.655037,0.928105,26.706375
0.025,500,0.15,0.85,18,4,1.0,4.710117,15.7388,0.894737,26.361373,0.875817,25.159014
0.025,500,0.15,0.85,18,5,0.8,6.322629,14.3328,0.921053,27.99381,0.908497,26.978089
0.025,500,0.15,0.85,18,5,0.9,6.348202,14.3391,0.914474,28.135867,0.915033,27.035534
0.025,500,0.15,0.85,18,5,1.0,5.942229,14.5421,0.901316,27.760432,0.882353,26.426559
0.025,500,0.15,0.85,20,4,0.8,5.618321,15.2664,0.894737,27.52364,0.908497,26.502998
0.025,500,0.15,0.85,20,4,0.9,5.663758,15.3248,0.914474,27.616026,0.895425,26.652266
0.025,500,0.15,0.85,20,4,1.0,6.17423,15.5276,0.907895,29.062901,0.947712,27.876059
0.025,500,0.15,0.85,20,5,0.8,6.537966,14.4467,0.921053,28.414559,0.915033,27.522613
0.025,500,0.15,0.85,20,5,0.9,6.050951,14.4361,0.901316,27.584197,0.908497,26.53804
0.025,500,0.15,0.85,20,5,1.0,6.028847,14.5895,0.907895,27.660604,0.915033,26.647229
0.025,500,0.15,0.85,22,4,0.8,5.766447,15.396,0.914474,27.735542,0.934641,26.928862
0.025,500,0.15,0.85,22,4,0.9,5.800615,15.3946,0.907895,27.844312,0.915033,26.995839
0.025,500,0.15,0.85,22,4,1.0,5.5727,15.6148,0.901316,27.858026,0.915033,26.76019
0.025,500,0.15,0.85,22,5,0.8,6.457746,14.5048,0.914474,28.146466,0.921569,27.420243
0.025,500,0.15,0.85,22,5,0.9,6.236675,14.4872,0.914474,27.955086,0.915033,26.960568
0.025,500,0.15,0.85,22,5,1.0,5.329068,14.7758,0.914474,26.392284,0.882353,25.433918
0.025,500,0.15,0.85,25,4,0.8,6.323399,15.2826,0.921053,28.768101,0.941176,27.929389
0.025,500,0.15,0.85,25,4,0.9,5.198363,15.4861,0.914474,26.744735,0.915033,25.882821
0.025,500,0.15,0.85,25,4,1.0,5.031766,16.0369,0.901316,26.86898,0.921569,26.100478
0.025,500,0.15,0.85,25,5,0.8,6.044352,14.6363,0.907895,27.641148,0.915033,26.724998
0.025,500,0.15,0.85,25,5,0.9,6.149727,14.664,0.907895,27.818027,0.908497,26.963431
0.025,500,0.15,0.85,25,5,1.0,5.313629,15.0445,0.901316,26.395764,0.895425,25.671806
0.025,500,0.15,0.85,30,4,0.8,6.312076,15.4435,0.921053,28.78344,0.934641,28.067617
0.025,500,0.15,0.85,30,4,0.9,6.166053,15.6002,0.907895,28.663499,0.921569,27.93235
0.025,500,0.15,0.85,30,4,1.0,4.923851,15.8785,0.894737,26.499176,0.895425,25.72621
0.025,500,0.15,0.85,30,5,0.8,6.699144,14.7137,0.921053,29.011964,0.941176,28.111986
0.025,500,0.15,0.85,30,5,0.9,6.462403,14.8256,0.921053,28.386764,0.928105,27.750423
0.025,500,0.15,0.85,30,5,1.0,5.854418,15.0752,0.901316,27.637952,0.915033,26.784021
0.025,500,0.2,0.8,15,4,0.8,7.742881,12.215,0.907895,28.663076,0.915033,27.700723
0.025,500,0.2,0.8,15,4,0.9,7.770333,12.2691,0.901316,28.511535,0.928105,27.809784
0.025,500,0.2,0.8,15,4,1.0,7.053881,12.751,0.894737,27.547378,0.908497,26.858732
0.025,500,0.2,0.8,15,5,0.8,8.074887,11.3689,0.914474,28.582556,0.915033,27.518686
0.025,500,0.2,0.8,15,5,0.9,8.391707,11.7245,0.907895,29.386305,0.941176,28.507881
0.025,500,0.2,0.8,15,5,1.0,7.702003,12.1482,0.921053,28.39412,0.934641,27.552211
0.025,500,0.2,0.8,18,4,0.8,7.628902,12.2592,0.921053,28.423886,0.915033,27.516971
0.025,500,0.2,0.8,18,4,0.9,7.328867,12.3939,0.894737,27.962207,0.901961,27.051624
0.025,500,0.2,0.8,18,4,1.0,6.77871,12.7358,0.901316,27.149056,0.882353,26.293209
0.025,500,0.2,0.8,18,5,0.8,8.032119,11.6355,0.914474,28.40364,0.908497,27.699729
0.025,500,0.2,0.8,18,5,0.9,8.04868,11.8735,0.901316,28.895153,0.928105,27.970894
0.025,500,0.2,0.8,18,5,1.0,7.902877,12.1284,0.914474,29.196449,0.928105,27.93412
0.025,500,0.2,0.8,20,4,0.8,7.848135,12.2779,0.914474,28.831862,0.928105,27.974136
0.025,500,0.2,0.8,20,4,0.9,8.200372,12.572,0.921053,29.760344,0.941176,28.972715
0.025,500,0.2,0.8,20,4,1.0,7.376953,12.8684,0.901316,28.34911,0.921569,27.622338
0.025,500,0.2,0.8,20,5,0.8,8.231457,11.4997,0.907895,28.700174,0.915033,27.96261
0.025,500,0.2,0.8,20,5,0.9,8.108873,11.9152,0.907895,28.941928,0.928105,28.132914
0.025,500,0.2,0.8,20,5,1.0,8.061189,12.0815,0.901316,29.171427,0.934641,28.203885
0.025,500,0.2,0.8,22,4,0.8,8.120624,12.5453,0.914474,29.456275,0.941176,28.786519
0.025,500,0.2,0.8,22,4,0.9,8.266896,12.5896,0.914474,29.877095,0.928105,29.123423
0.025,500,0.2,0.8,22,4,1.0,6.871507,12.874,0.901316,27.480582,0.908497,26.616996
0.025,500,0.2,0.8,22,5,0.8,7.604142,11.917,0.901316,27.950285,0.908497,27.125269
0.025,500,0.2,0.8,22,5,0.9,7.946553,11.954,0.914474,28.655114,0.915033,27.847078
0.025,500,0.2,0.8,22,5,1.0,7.640982,12.0622,0.921053,28.565008,0.921569,27.344168
0.025,500,0.2,0.8,25,4,0.8,8.011638,12.5218,0.921053,29.344271,0.928105,28.545121
0.025,500,0.2,0.8,25,4,0.9,7.946345,12.635,0.914474,29.252952,0.921569,28.527735
0.025,500,0.2,0.8,25,4,1.0,6.96838,12.6822,0.901316,27.472374,0.908497,26.618923
0.025,500,0.2,0.8,25,5,0.8,8.69273,11.967,0.914474,30.088491,0.941176,29.352509
0.025,500,0.2,0.8,25,5,0.9,8.430301,11.9392,0.921053,29.588067,0.934641,28.799759
0.025,500,0.2,0.8,25,5,1.0,8.000767,12.2732,0.914474,29.14791,0.915033,28.274753
0.025,500,0.2,0.8,30,4,0.8,8.357633,12.629,0.914474,30.033542,0.947712,29.344274
0.025,500,0.2,0.8,30,4,0.9,7.815422,12.6629,0.901316,28.942016,0.921569,28.293741
0.025,500,0.2,0.8,30,4,1.0,7.610098,13.1094,0.894737,28.883656,0.915033,28.329632
0.025,500,0.2,0.8,30,5,0.8,8.240501,11.9523,0.907895,29.058775,0.928105,28.433286
0.025,500,0.2,0.8,30,5,0.9,8.369594,12.2123,0.914474,29.534416,0.941176,28.95149
0.025,500,0.2,0.8,30,5,1.0,7.746662,12.5362,0.907895,28.940247,0.928105,28.029542
0.025,550,0.15,0.85,15,4,0.8,5.435782,14.951,0.894737,26.735956,0.901961,25.822608
0.025,550,0.15,0.85,15,4,0.9,5.485332,15.0326,0.907895,27.124538,0.888889,26.003267
0.025,550,0.15,0.85,15,4,1.0,5.346353,15.5028,0.907895,27.399307,0.875817,26.195482
0.025,550,0.15,0.85,15,5,0.8,6.78102,13.9241,0.921053,28.453061,0.921569,27.486136
0.025,550,0.15,0.85,15,5,0.9,6.095374,13.9674,0.907895,27.336283,0.888889,26.158115
0.025,550,0.15,0.85,15,5,1.0,5.600268,14.5995,0.894737,26.831344,0.888889,25.80002
0.025,550,0.15,0.85,18,4,0.8,5.869025,15.0637,0.914474,27.763037,0.921569,26.801741
0.025,550,0.15,0.85,18,4,0.9,5.676249,15.3697,0.921053,27.679938,0.928105,26.722235
0.025,550,0.15,0.85,18,4,1.0,4.815996,15.652,0.894737,26.482695,0.882353,25.284029
0.025,550,0.15,0.85,18,5,0.8,6.415946,14.1456,0.914474,27.976777,0.908497,26.977472
0.025,550,0.15,0.85,18,5,0.9,6.281605,14.1659,0.914474,27.814966,0.908497,26.729156
0.025,550,0.15,0.85,18,5,1.0,5.950016,14.4079,0.907895,27.642649,0.875817,26.30789
0.025,550,0.15,0.85,20,4,0.8,5.906108,15.0818,0.907895,27.875338,0.901961,26.894045
0.025,550,0.15,0.85,20,4,0.9,5.781798,15.1857,0.914474,27.711308,0.901961,26.749317
0.025,550,0.15,0.85,20,4,1.0,5.84519,15.3771,0.901316,28.25995,0.934641,27.067511
0.025,550,0.15,0.85,20,5,0.8,6.539305,14.281,0.914474,28.223879,0.915033,27.359565
0.025,550,0.15,0.85,20,5,0.9,6.099443,14.2424,0.901316,27.477848,0.908497,26.441317
0.025,550,0.15,0.85,20,5,1.0,5.968672,14.4997,0.907895,27.482047,0.908497,26.43705
0.025,550,0.15,0.85,22,4,0.8,5.932512,15.2265,0.921053,27.89447,0.934641,27.091506
0.025,550,0.15,0.85,22,4,0.9,5.602059,15.2945,0.901316,27.335188,0.908497,26.498642
0.025,550,0.15,0.85,22,4,1.0,5.551097,15.5324,0.901316,27.686123,0.915033,26.634554
0.025,550,0.15,0.85,22,5,0.8,6.526542,14.2932,0.914474,28.043715,0.921569,27.346322
0.025,550,0.15,0.85,22,5,0.9,6.423055,14.3543,0.921053,28.199128,0.921569,27.200417
0.025,550,0.15,0.85,22,5,1.0,5.328411,14.5539,0.914474,26.203615,0.875817,25.210731
0.025,550,0.15,0.85,25,4,0.8,6.554651,15.1611,0.921053,29.078258,0.947712,28.270413
0.025,550,0.15,0.85,25,4,0.9,5.131012,15.356,0.901316,26.456734,0.908497,25.618072
0.025,550,0.15,0.85,25,4,1.0,4.925937,15.9389,0.901316,26.553019,0.921569,25.790819
0.025,550,0.15,0.85,25,5,0.8,6.193284,14.4565,0.914474,27.742653,0.915033,26.843089
0.025,550,0.15,0.85,25,5,0.9,6.277725,14.5268,0.914474,27.926134,0.921569,27.0823
0.025,550,0.15,0.85,25,5,1.0,5.490674,14.9153,0.894737,26.605572,0.908497,25.896692
0.025,550,0.15,0.85,30,4,0.8,6.365488,15.3067,0.921053,28.756069,0.934641,28.037639
0.025,550,0.15,0.85,30,4,0.9,6.343828,15.441,0.907895,28.870362,0.928105,28.128695
0.025,550,0.15,0.85,30,4,1.0,4.921671,15.7515,0.894737,26.3318,0.895425,25.59488
0.025,550,0.15,0.85,30,5,0.8,6.798089,14.5626,0.921053,29.018526,0.941176,28.1588
0.025,550,0.15,0.85,30,5,0.9,6.734255,14.703,0.921053,28.787377,0.934641,28.171492
0.025,550,0.15,0.85,30,5,1.0,5.923366,14.9573,0.901316,27.645872,0.915033,26.804021
0.025,550,0.2,0.8,15,4,0.8,7.722705,12.0884,0.901316,28.468437,0.915033,27.533769
0.025,550,0.2,0.8,15,4,0.9,7.728158,12.1759,0.901316,28.347867,0.921569,27.632205
0.025,550,0.2,0.8,15,4,1.0,7.078172,12.6834,0.901316,27.537938,0.901961,26.839763
0.025,550,0.2,0.8,15,5,0.8,8.094724,11.2653,0.907895,28.483104,0.915033,27.454721
0.025,550,0.2,0.8,15,5,0.9,8.376204,11.6666,0.907895,29.289354,0.941176,28.419045
0.025,550,0.2,0.8,15,5,1.0,7.688182,12.0348,0.921053,28.267973,0.928105,27.411178
0.025,550,0.2,0.8,18,4,0.8,8.069299,12.0918,0.921053,29.100037,0.934641,28.230442
0.025,550,0.2,0.8,18,4,0.9,7.425587,12.2832,0.894737,28.058071,0.901961,27.13433
0.025,550,0.2,0.8,18,4,1.0,6.793301,12.6574,0.901316,27.115003,0.882353,26.244003
0.025,550,0.2,0.8,18,5,0.8,7.986206,11.4549,0.914474,28.137176,0.908497,27.427326
0.025,550,0.2,0.8,18,5,0.9,8.070579,11.7352,0.901316,28.797556,0.928105,27.876401
0.025,550,0.2,0.8,18,5,1.0,7.942587,12.011,0.914474,29.179172,0.928105,27.896136
0.025,550,0.2,0.8,20,4,0.8,7.963561,12.1594,0.907895,28.908186,0.934641,28.0865
0.025,550,0.2,0.8,20,4,0.9,8.257795,12.4407,0.914474,29.76027,0.941176,28.956263
0.025,550,0.2,0.8,20,4,1.0,7.383312,12.7445,0.901316,28.217785,0.921569,27.511131
0.025,550,0.2,0.8,20,5,0.8,8.459542,11.3693,0.907895,29.025385,0.921569,28.288385
0.025,550,0.2,0.8,20,5,0.9,8.130701,11.756,0.907895,28.812487,0.928105,28.017447
0.025,550,0.2,0.8,20,5,1.0,8.205882,11.9551,0.901316,29.354451,0.928105,28.366822
0.025,550,0.2,0.8,22,4,0.8,8.242515,12.4154,0.907895,29.572979,0.941176,28.900414
0.025,550,0.2,0.8,22,4,0.9,8.16316,12.5081,0.914474,29.571924,0.915033,28.834376
0.025,550,0.2,0.8,22,4,1.0,7.027764,12.7884,0.901316,27.702953,0.908497,26.843916
0.025,550,0.2,0.8,22,5,0.8,7.795269,11.767,0.907895,28.174066,0.915033,27.357502
0.025,550,0.2,0.8,22,5,0.9,8.066318,11.8397,0.914474,28.773888,0.921569,27.972296
0.025,550,0.2,0.8,22,5,1.0,7.640629,11.9839,0.914474,28.501999,0.921569,27.265122
0.025,550,0.2,0.8,25,4,0.8,8.112047,12.3764,0.921053,29.394711,0.928105,28.600525
0.025,550,0.2,0.8,25,4,0.9,7.81141,12.5569,0.894737,28.911722,0.921569,28.17971
0.025,550,0.2,0.8,25,4,1.0,7.150382,12.5959,0.901316,27.73121,0.915033,26.896682
0.025,550,0.2,0.8,25,5,0.8,8.751323,11.7935,0.914474,30.011191,0.941176,29.296154
0.025,550,0.2,0.8,25,5,0.9,8.517351,11.8045,0.921053,29.619509,0.941176,28.839175
0.025,550,0.2,0.8,25,5,1.0,8.1372,12.1737,0.914474,29.305049,0.908497,28.448064
0.025,550,0.2,0.8,30,4,0.8,8.473949,12.4932,0.914474,30.097113,0.947712,29.441103
0.025,550,0.2,0.8,30,4,0.9,7.830839,12.5928,0.888158,28.901485,0.921569,28.254458
0.025,550,0.2,0.8,30,4,1.0,7.751367,12.9967,0.888158,29.064025,0.908497,28.499388
0.025,550,0.2,0.8,30,5,0.8,8.546777,11.8077,0.914474,29.511163,0.934641,28.901254
0.025,550,0.2,0.8,30,5,0.9,8.319533,12.0884,0.914474,29.324645,0.941176,28.72745
0.025,550,0.2,0.8,30,5,1.0,7.839532,12.4382,0.907895,29.032482,0.928105,28.117214
0.025,600,0.15,0.85,15,4,0.8,5.604683,14.7952,0.894737,26.905509,0.901961,26.004562
0.025,600,0.15,0.85,15,4,0.9,5.534332,14.8994,0.907895,27.078962,0.888889,25.968019
0.025,600,0.15,0.85,15,4,1.0,5.270308,15.3906,0.901316,27.128365,0.869281,25.931216
0.025,600,0.15,0.85,15,5,0.8,6.686684,13.7994,0.921053,28.118681,0.915033,27.172793
0.025,600,0.15,0.85,15,5,0.9,6.117068,13.8556,0.907895,27.272365,0.888889,26.089717
0.025,600,0.15,0.85,15,5,1.0,5.733348,14.4767,0.894737,26.983983,0.888889,25.943404
0.025,600,0.15,0.85,18,4,0.8,5.897638,14.8978,0.914474,27.652241,0.921569,26.693119
0.025,600,0.15,0.85,18,4,0.9,5.658692,15.2435,0.921053,27.522049,0.921569,26.560906
0.025,600,0.15,0.85,18,4,1.0,5.414395,15.4873,0.907895,27.506328,0.901961,26.316087
0.025,600,0.15,0.85,18,5,0.8,6.403515,13.9788,0.914474,27.778081,0.908497,26.785805
0.025,600,0.15,0.85,18,5,0.9,6.517475,13.9717,0.914474,28.075884,0.915033,27.006601
0.025,600,0.15,0.85,18,5,1.0,5.981056,14.2358,0.907895,27.543619,0.875817,26.197957
0.025,600,0.15,0.85,20,4,0.8,6.011557,14.9097,0.907895,27.913628,0.908497,26.932847
0.025,600,0.15,0.85,20,4,0.9,5.870807,15.0828,0.914474,27.80145,0.901961,26.824396
0.025,600,0.15,0.85,20,4,1.0,5.787684,15.2432,0.901316,27.994272,0.921569,26.818609
0.025,600,0.15,0.85,20,5,0.8,6.612435,14.165,0.914474,28.244381,0.915033,27.389821
0.025,600,0.15,0.85,20,5,0.9,6.19938,14.0466,0.901316,27.474354,0.908497,26.44533
0.025,600,0.15,0.85,20,5,1.0,5.89335,14.4091,0.901316,27.247978,0.901961,26.195839
0.025,600,0.15,0.85,22,4,0.8,5.937535,15.0774,0.914474,27.736682,0.921569,26.952493
0.025,600,0.15,0.85,22,4,0.9,5.687427,15.1437,0.901316,27.345472,0.908497,26.518585
0.025,600,0.15,0.85,22,4,1.0,5.471323,15.4146,0.901316,27.393641,0.908497,26.35725
0.025,600,0.15,0.85,22,5,0.8,6.752287,14.1285,0.914474,28.325613,0.934641,27.633118
0.025,600,0.15,0.85,22,5,0.9,6.433755,14.2536,0.921053,28.104458,0.921569,27.121079
0.025,600,0.15,0.85,22,5,1.0,5.507145,14.41,0.921053,26.400558,0.869281,25.424266
0.025,600,0.15,0.85,25,4,0.8,6.538616,15.0092,0.921053,28.853567,0.947712,28.086455
0.025,600,0.15,0.85,25,4,0.9,5.516813,15.2123,0.921053,27.078899,0.915033,26.24593
0.025,600,0.15,0.85,25,4,1.0,4.798536,15.8784,0.888158,26.252613,0.901961,25.475504
0.025,600,0.15,0.85,25,5,0.8,6.323675,14.2664,0.921053,27.785247,0.915033,26.913707
0.025,600,0.15,0.85,25,5,0.9,6.410929,14.3957,0.914474,28.046456,0.921569,27.217568
0.025,600,0.15,0.85,25,5,1.0,5.494001,14.8218,0.901316,26.505444,0.901961,25.809804
0.025,600,0.15,0.85,30,4,0.8,6.548609,15.1436,0.921053,28.945428,0.934641,28.240854
0.025,600,0.15,0.85,30,4,0.9,6.333711,15.2709,0.907895,28.70056,0.921569,27.938338
0.025,600,0.15,0.85,30,4,1.0,5.035673,15.6299,0.894737,26.438282,0.895425,25.701248
0.025,600,0.15,0.85,30,5,0.8,6.857127,14.4178,0.921053,28.97095,0.941176,28.132026
0.025,600,0.15,0.85,30,5,0.9,7.109481,14.4982,0.921053,29.321721,0.941176,28.717191
0.025,600,0.15,0.85,30,5,1.0,5.954881,14.845,0.894737,27.586841,0.915033,26.754747
0.025,600,0.2,0.8,15,4,0.8,8.04266,12.0169,0.907895,29.029816,0.921569,28.102207
0.025,600,0.2,0.8,15,4,0.9,7.669845,12.0773,0.901316,28.13866,0.915033,27.417013
0.025,600,0.2,0.8,15,4,1.0,7.130498,12.6172,0.901316,27.569894,0.908497,26.878177
0.025,600,0.2,0.8,15,5,0.8,8.187746,11.1752,0.907895,28.584315,0.915033,27.550701
0.025,600,0.2,0.8,15,5,0.9,8.364658,11.5645,0.907895,29.120828,0.928105,28.293818
0.025,600,0.2,0.8,15,5,1.0,7.681817,12.0145,0.921053,28.208478,0.928105,27.378121
0.025,600,0.2,0.8,18,4,0.8,8.12063,11.9734,0.921053,29.080122,0.941176,28.214666
0.025,600,0.2,0.8,18,4,0.9,7.772205,12.1656,0.914474,28.613309,0.901961,27.710004
0.025,600,0.2,0.8,18,4,1.0,6.824348,12.571,0.901316,27.08138,0.882353,26.219692
0.025,600,0.2,0.8,18,5,0.8,8.073712,11.3385,0.914474,28.180129,0.908497,27.485926
0.025,600,0.2,0.8,18,5,0.9,8.109285,11.6413,0.901316,28.776565,0.928105,27.859915
0.025,600,0.2,0.8,18,5,1.0,7.92651,11.9192,0.914474,29.032787,0.928105,27.77219
0.025,600,0.2,0.8,20,4,0.8,8.04709,12.0733,0.914474,29.01495,0.934641,28.167489
0.025,600,0.2,0.8,20,4,0.9,8.280794,12.318,0.907895,29.689684,0.934641,28.879608
0.025,600,0.2,0.8,20,4,1.0,7.340551,12.6404,0.901316,28.032296,0.921569,27.321539
0.025,600,0.2,0.8,20,5,0.8,8.555745,11.2891,0.907895,29.121308,0.934641,28.400561
0.025,600,0.2,0.8,20,5,0.9,8.427939,11.6488,0.921053,29.308285,0.928105,28.504717
0.025,600,0.2,0.8,20,5,1.0,8.199636,11.8591,0.901316,29.24507,0.921569,28.258417
0.025,600,0.2,0.8,22,4,0.8,8.352726,12.2981,0.914474,29.666438,0.941176,29.003562
0.025,600,0.2,0.8,22,4,0.9,8.185862,12.3783,0.914474,29.488741,0.915033,28.750033
0.025,600,0.2,0.8,22,4,1.0,7.073058,12.7194,0.901316,27.749834,0.908497,26.86555
0.025,600,0.2,0.8,22,5,0.8,7.944345,11.6167,0.901316,28.325079,0.921569,27.505439
0.025,600,0.2,0.8,22,5,0.9,8.184746,11.7396,0.914474,28.895619,0.921569,28.10907
0.025,600,0.2,0.8,22,5,1.0,7.687442,11.937,0.921053,28.565731,0.921569,27.311843
0.025,600,0.2,0.8,25,4,0.8,8.181182,12.2788,0.914474,29.416381,0.928105,28.641206
0.025,600,0.2,0.8,25,4,0.9,7.801563,12.4664,0.894737,28.799451,0.915033,28.069565
0.025,600,0.2,0.8,25,4,1.0,7.156479,12.4979,0.901316,27.646243,0.908497,26.810876
0.025,600,0.2,0.8,25,5,0.8,8.745098,11.664,0.914474,29.863824,0.941176,29.15419
0.025,600,0.2,0.8,25,5,0.9,8.674377,11.6998,0.921053,29.833341,0.934641,29.048527
0.025,600,0.2,0.8,25,5,1.0,8.265515,12.0678,0.921053,29.427526,0.901961,28.598818
0.025,600,0.2,0.8,30,4,0.8,8.600048,12.3958,0.914474,30.215728,0.954248,29.595921
0.025,600,0.2,0.8,30,4,0.9,8.096934,12.4568,0.901316,29.276092,0.921569,28.650628
0.025,600,0.2,0.8,30,4,1.0,7.749065,12.9164,0.888158,28.976282,0.915033,28.414523
0.025,600,0.2,0.8,30,5,0.8,8.489099,11.752,0.914474,29.337714,0.934641,28.730177
0.025,600,0.2,0.8,30,5,0.9,8.462715,11.9665,0.914474,29.481683,0.941176,28.891971
0.025,600,0.2,0.8,30,5,1.0,8.100641,12.3227,0.907895,29.439132,0.934641,28.523961
0.025,700,0.15,0.85,15,4,0.8,6.01919,14.5442,0.914474,27.498854,0.908497,26.582567
0.025,700,0.15,0.85,15,4,0.9,5.672927,14.6686,0.907895,27.112084,0.895425,26.014454
0.025,700,0.15,0.85,15,4,1.0,5.373394,15.173,0.894737,27.146714,0.875817,25.91975
0.025,700,0.15,0.85,15,5,0.8,6.691078,13.496,0.921053,27.830436,0.915033,26.878177
0.025,700,0.15,0.85,15,5,0.9,6.306455,13.6279,0.907895,27.384444,0.888889,26.240815
