lr,n_estimators,tau_lo,tau_hi,min_samples_leaf,max_depth,subsample,q_hat,base_w_te,val_PICP,val_MPIW,test_PICP,test_MPIW
0.025,800,0.2,0.8,15,5,0.8,7.644042,11.2824,0.872549,26.222649,0.868293,26.570447
0.025,800,0.2,0.8,15,5,0.9,7.574467,11.4073,0.872549,25.995218,0.863415,26.556221
0.025,800,0.2,0.8,15,5,1.0,8.183894,12.081,0.882353,27.802776,0.897561,28.448803
0.025,800,0.2,0.8,18,4,0.8,7.611906,12.0813,0.882353,26.930602,0.878049,27.305086
0.025,800,0.2,0.8,18,4,0.9,7.736082,12.1048,0.877451,27.115172,0.887805,27.57701
0.025,800,0.2,0.8,18,4,1.0,7.589583,12.5425,0.882353,26.932554,0.892683,27.72163
0.025,800,0.2,0.8,18,5,0.8,7.947664,11.3251,0.872549,26.691914,0.887805,27.220449
0.025,800,0.2,0.8,18,5,0.9,7.896135,11.2826,0.877451,26.7597,0.878049,27.074899
0.025,800,0.2,0.8,18,5,1.0,8.00815,11.9769,0.877451,27.435917,0.902439,27.993243
0.025,800,0.2,0.8,20,4,0.8,7.261223,12.0298,0.867647,26.093244,0.882927,26.552263
0.025,800,0.2,0.8,20,4,0.9,7.960902,11.9454,0.877451,27.563472,0.902439,27.867235
0.025,800,0.2,0.8,20,4,1.0,7.4032,12.4714,0.877451,26.714588,0.897561,27.277783
0.025,800,0.2,0.8,20,5,0.8,8.641768,11.3073,0.877451,28.19606,0.907317,28.590869
0.025,800,0.2,0.8,20,5,0.9,7.739229,11.4851,0.877451,26.567191,0.878049,26.963532
0.025,800,0.2,0.8,20,5,1.0,7.358232,11.876,0.877451,26.177601,0.863415,26.592445
0.025,800,0.2,0.8,22,4,0.8,7.440427,12.1793,0.872549,26.6473,0.878049,27.060124
0.025,800,0.2,0.8,22,4,0.9,7.747749,12.1228,0.877451,27.187666,0.897561,27.618318
0.025,800,0.2,0.8,22,4,1.0,8.012628,12.2282,0.892157,27.777228,0.902439,28.253487
0.025,800,0.2,0.8,22,5,0.8,8.538413,11.2657,0.882353,27.961816,0.892683,28.342522
0.025,800,0.2,0.8,22,5,0.9,7.661584,11.5671,0.872549,26.470516,0.873171,26.89024
0.025,800,0.2,0.8,22,5,1.0,7.928209,12.0351,0.887255,27.452902,0.882927,27.891526
0.025,800,0.2,0.8,25,4,0.8,8.214675,12.0185,0.892157,28.05817,0.897561,28.447889
0.025,800,0.2,0.8,25,4,0.9,7.850952,12.2191,0.877451,27.46056,0.897561,27.920956
0.025,800,0.2,0.8,25,4,1.0,7.340761,12.7068,0.892157,26.597641,0.887805,27.388317
0.025,800,0.2,0.8,25,5,0.8,8.53062,11.2333,0.882353,28.056532,0.897561,28.294576
0.025,800,0.2,0.8,25,5,0.9,7.977689,11.4709,0.872549,27.082326,0.882927,27.426256
0.025,800,0.2,0.8,25,5,1.0,7.440599,11.6645,0.877451,26.299477,0.873171,26.5457
0.025,800,0.2,0.8,30,4,0.8,7.752686,12.1877,0.892157,27.157217,0.878049,27.693038
0.025,800,0.2,0.8,30,4,0.9,7.488667,12.0808,0.882353,26.517358,0.897561,27.058158
0.025,800,0.2,0.8,30,4,1.0,8.301744,12.5003,0.892157,28.423069,0.897561,29.103814
0.025,800,0.2,0.8,30,5,0.8,8.2003,11.3266,0.887255,27.356203,0.878049,27.727203
0.025,800,0.2,0.8,30,5,0.9,7.677176,11.6066,0.877451,26.530842,0.878049,26.960941
0.025,800,0.2,0.8,30,5,1.0,7.043115,12.2027,0.867647,25.549862,0.863415,26.28897
0.028,400,0.15,0.85,15,4,0.8,6.18169,15.492,0.901961,27.384986,0.902439,27.855404
0.028,400,0.15,0.85,15,4,0.9,5.546248,15.6208,0.882353,26.200155,0.887805,26.713266
0.028,400,0.15,0.85,15,4,1.0,5.507371,15.7892,0.892157,26.187662,0.882927,26.803905
0.028,400,0.15,0.85,15,5,0.8,5.969268,14.8392,0.887255,26.36001,0.868293,26.777722
0.028,400,0.15,0.85,15,5,0.9,5.424651,14.5891,0.882353,25.118875,0.853659,25.438353
0.028,400,0.15,0.85,15,5,1.0,5.827464,14.8607,0.892157,25.976165,0.882927,26.515672
0.028,400,0.15,0.85,18,4,0.8,5.756096,15.3482,0.887255,26.39482,0.878049,26.860377
0.028,400,0.15,0.85,18,4,0.9,5.639286,15.4387,0.892157,26.243498,0.892683,26.7173
0.028,400,0.15,0.85,18,4,1.0,5.809613,15.4895,0.892157,26.600186,0.887805,27.108739
0.028,400,0.15,0.85,18,5,0.8,6.208413,14.6864,0.887255,26.723713,0.897561,27.10318
0.028,400,0.15,0.85,18,5,0.9,5.575949,14.7861,0.882353,25.607173,0.853659,25.938005
0.028,400,0.15,0.85,18,5,1.0,5.966064,15.0334,0.892157,26.513331,0.892683,26.96556
0.028,400,0.15,0.85,20,4,0.8,5.750422,15.2645,0.882353,26.358759,0.878049,26.765342
0.028,400,0.15,0.85,20,4,0.9,5.62129,15.4167,0.887255,26.192515,0.892683,26.659294
0.028,400,0.15,0.85,20,4,1.0,5.508611,15.4147,0.887255,26.010519,0.882927,26.431925
0.028,400,0.15,0.85,20,5,0.8,5.644269,14.4485,0.882353,25.439721,0.863415,25.737028
0.028,400,0.15,0.85,20,5,0.9,5.576428,14.8209,0.877451,25.580967,0.858537,25.973781
0.028,400,0.15,0.85,20,5,1.0,6.069695,14.4678,0.897059,26.453986,0.882927,26.607208
0.028,400,0.15,0.85,22,4,0.8,5.38107,15.3387,0.882353,25.640184,0.873171,26.100824
0.028,400,0.15,0.85,22,4,0.9,5.360243,15.2502,0.887255,25.52866,0.873171,25.970658
0.028,400,0.15,0.85,22,4,1.0,5.784494,15.6399,0.906863,26.640871,0.902439,27.208924
0.028,400,0.15,0.85,22,5,0.8,6.182949,14.6539,0.892157,26.684435,0.887805,27.019752
0.028,400,0.15,0.85,22,5,0.9,6.157046,14.6625,0.887255,26.573833,0.897561,26.97662
0.028,400,0.15,0.85,22,5,1.0,5.139073,14.637,0.867647,24.495097,0.887805,24.9151
0.028,400,0.15,0.85,25,4,0.8,5.464722,15.2818,0.887255,25.824521,0.878049,26.211275
0.028,400,0.15,0.85,25,4,0.9,5.760518,15.1689,0.897059,26.297297,0.887805,26.689895
0.028,400,0.15,0.85,25,4,1.0,5.870683,15.3652,0.892157,26.597136,0.902439,27.106586
0.028,400,0.15,0.85,25,5,0.8,5.629256,14.7397,0.887255,25.522192,0.863415,25.998182
0.028,400,0.15,0.85,25,5,0.9,5.737561,14.6186,0.887255,25.695938,0.873171,26.093705
0.028,400,0.15,0.85,25,5,1.0,5.258341,14.6658,0.882353,24.808711,0.863415,25.182459
0.028,400,0.15,0.85,30,4,0.8,5.301275,15.2505,0.892157,25.323546,0.868293,25.853051
0.028,400,0.15,0.85,30,4,0.9,5.331124,15.4664,0.882353,25.545316,0.878049,26.128654
0.028,400,0.15,0.85,30,4,1.0,5.78047,15.1705,0.887255,26.136682,0.892683,26.731448
0.028,400,0.15,0.85,30,5,0.8,5.767043,14.6612,0.887255,25.800107,0.863415,26.195295
0.028,400,0.15,0.85,30,5,0.9,5.734409,14.7109,0.897059,25.664426,0.873171,26.179757
0.028,400,0.15,0.85,30,5,1.0,5.573149,14.6667,0.887255,25.441609,0.868293,25.81303
0.028,400,0.2,0.8,15,4,0.8,7.238306,12.7353,0.877451,26.677153,0.887805,27.211926
0.028,400,0.2,0.8,15,4,0.9,6.942723,12.5677,0.882353,25.940808,0.882927,26.453172
0.028,400,0.2,0.8,15,4,1.0,7.037609,12.9277,0.887255,26.305314,0.887805,27.002962
0.028,400,0.2,0.8,15,5,0.8,7.623184,12.1637,0.862745,26.907721,0.878049,27.410084
0.028,400,0.2,0.8,15,5,0.9,7.040808,12.1719,0.872549,25.813443,0.873171,26.253502
0.028,400,0.2,0.8,15,5,1.0,7.765913,12.6727,0.887255,27.506956,0.907317,28.204483
0.028,400,0.2,0.8,18,4,0.8,7.353977,12.5671,0.892157,26.911322,0.892683,27.27508
0.028,400,0.2,0.8,18,4,0.9,7.017852,12.7724,0.872549,26.340537,0.878049,26.808053
0.028,400,0.2,0.8,18,4,1.0,7.360416,13.0067,0.877451,26.973184,0.892683,27.727499
0.028,400,0.2,0.8,18,5,0.8,7.253705,12.0422,0.867647,26.171418,0.878049,26.549587
0.028,400,0.2,0.8,18,5,0.9,8.001069,12.2676,0.897059,27.882188,0.897561,28.269694
0.028,400,0.2,0.8,18,5,1.0,7.804127,12.5697,0.872549,27.651484,0.887805,28.177913
0.028,400,0.2,0.8,20,4,0.8,7.028427,12.6136,0.872549,26.293252,0.882927,26.670413
0.028,400,0.2,0.8,20,4,0.9,7.18237,12.8418,0.897059,26.719945,0.882927,27.206515
0.028,400,0.2,0.8,20,4,1.0,6.561553,12.8975,0.867647,25.344243,0.873171,26.020642
0.028,400,0.2,0.8,20,5,0.8,7.476039,11.8964,0.862745,26.431451,0.878049,26.848431
0.028,400,0.2,0.8,20,5,0.9,7.786339,12.1845,0.887255,27.337119,0.882927,27.757192
0.028,400,0.2,0.8,20,5,1.0,7.261226,12.4481,0.877451,26.544382,0.892683,26.97059
0.028,400,0.2,0.8,22,4,0.8,6.792106,12.7122,0.882353,25.908812,0.878049,26.296385
0.028,400,0.2,0.8,22,4,0.9,7.399019,12.8602,0.887255,27.08201,0.892683,27.658192
0.028,400,0.2,0.8,22,4,1.0,7.292908,12.883,0.897059,26.792717,0.902439,27.4688
0.028,400,0.2,0.8,22,5,0.8,7.573435,11.9461,0.887255,26.692346,0.878049,27.092996
0.028,400,0.2,0.8,22,5,0.9,7.541457,12.0328,0.872549,26.776351,0.897561,27.115701
0.028,400,0.2,0.8,22,5,1.0,7.298117,12.6556,0.892157,26.657613,0.887805,27.251812
0.028,400,0.2,0.8,25,4,0.8,6.965807,12.5655,0.887255,26.089066,0.873171,26.497079
0.028,400,0.2,0.8,25,4,0.9,7.433638,12.7246,0.892157,27.07398,0.897561,27.591887
0.028,400,0.2,0.8,25,4,1.0,7.379228,13.0695,0.882353,27.041238,0.907317,27.827915
0.028,400,0.2,0.8,25,5,0.8,7.115431,12.0317,0.872549,25.820687,0.868293,26.26255
0.028,400,0.2,0.8,25,5,0.9,7.615433,12.0703,0.882353,26.863888,0.882927,27.301127
0.028,400,0.2,0.8,25,5,1.0,7.555943,12.3886,0.887255,26.952758,0.892683,27.500511
0.028,400,0.2,0.8,30,4,0.8,6.8979,12.6963,0.887255,26.018533,0.878049,26.492101
0.028,400,0.2,0.8,30,4,0.9,7.944799,12.5867,0.901961,27.977462,0.897561,28.476259
0.028,400,0.2,0.8,30,4,1.0,6.910772,12.7535,0.877451,25.891717,0.902439,26.575014
0.028,400,0.2,0.8,30,5,0.8,7.471297,12.0266,0.882353,26.580439,0.887805,26.969151
0.028,400,0.2,0.8,30,5,0.9,7.135093,12.25,0.877451,26.028886,0.873171,26.520209
0.028,400,0.2,0.8,30,5,1.0,7.269467,12.4803,0.877451,26.284461,0.882927,27.019255
0.028,450,0.15,0.85,15,4,0.8,6.199531,15.2397,0.897059,27.190517,0.902439,27.638791
0.028,450,0.15,0.85,15,4,0.9,5.736997,15.4715,0.882353,26.426869,0.878049,26.945504
0.028,450,0.15,0.85,15,4,1.0,5.716955,15.5071,0.892157,26.329255,0.887805,26.940976
0.028,450,0.15,0.85,15,5,0.8,5.83502,14.5935,0.882353,25.896626,0.868293,26.263493
0.028,450,0.15,0.85,15,5,0.9,5.448822,14.3853,0.877451,24.985872,0.853659,25.282928
0.028,450,0.15,0.85,15,5,1.0,6.175567,14.6695,0.892157,26.467925,0.892683,27.020608
0.028,450,0.15,0.85,18,4,0.8,5.760629,15.1704,0.882353,26.219813,0.868293,26.69164
0.028,450,0.15,0.85,18,4,0.9,5.601903,15.2612,0.882353,26.008127,0.882927,26.464995
0.028,450,0.15,0.85,18,4,1.0,5.945838,15.3166,0.887255,26.717927,0.887805,27.208315
0.028,450,0.15,0.85,18,5,0.8,6.142315,14.5275,0.887255,26.421911,0.887805,26.812166
0.028,450,0.15,0.85,18,5,0.9,5.623589,14.6561,0.882353,25.582399,0.853659,25.90329
0.028,450,0.15,0.85,18,5,1.0,5.979077,14.8635,0.887255,26.394472,0.892683,26.821614
0.028,450,0.15,0.85,20,4,0.8,5.721915,15.0981,0.882353,26.122771,0.878049,26.541975
0.028,450,0.15,0.85,20,4,0.9,5.638997,15.2697,0.882353,26.067067,0.887805,26.547683
0.028,450,0.15,0.85,20,4,1.0,5.718715,15.1997,0.887255,26.223114,0.887805,26.637103
0.028,450,0.15,0.85,20,5,0.8,5.755836,14.295,0.877451,25.542034,0.868293,25.806661
0.028,450,0.15,0.85,20,5,0.9,5.710952,14.608,0.877451,25.628026,0.863415,26.029886
0.028,450,0.15,0.85,20,5,1.0,5.922099,14.36,0.892157,26.062077,0.878049,26.204184
0.028,450,0.15,0.85,22,4,0.8,5.486331,15.1858,0.882353,25.67662,0.873171,26.158434
0.028,450,0.15,0.85,22,4,0.9,5.454124,15.069,0.887255,25.510713,0.878049,25.977273
0.028,450,0.15,0.85,22,4,1.0,5.78559,15.3728,0.892157,26.39006,0.902439,26.943939
0.028,450,0.15,0.85,22,5,0.8,6.303444,14.4805,0.887255,26.752073,0.887805,27.087435
0.028,450,0.15,0.85,22,5,0.9,6.393628,14.4997,0.892157,26.911081,0.897561,27.286963
0.028,450,0.15,0.85,22,5,1.0,5.295239,14.482,0.867647,24.661787,0.887805,25.072473
0.028,450,0.15,0.85,25,4,0.8,5.658997,15.1189,0.887255,26.037299,0.882927,26.436865
0.028,450,0.15,0.85,25,4,0.9,5.67175,15.0183,0.897059,25.959932,0.868293,26.361837
0.028,450,0.15,0.85,25,4,1.0,5.906539,15.2446,0.892157,26.55727,0.902439,27.057637
0.028,450,0.15,0.85,25,5,0.8,5.811441,14.5549,0.887255,25.696198,0.873171,26.177769
0.028,450,0.15,0.85,25,5,0.9,5.65421,14.4608,0.882353,25.377961,0.868293,25.769238
0.028,450,0.15,0.85,25,5,1.0,5.436819,14.5393,0.877451,25.03487,0.868293,25.412927
0.028,450,0.15,0.85,30,4,0.8,5.543668,15.0819,0.892157,25.649062,0.882927,26.16926
0.028,450,0.15,0.85,30,4,0.9,5.704658,15.3085,0.887255,26.133943,0.887805,26.717823
0.028,450,0.15,0.85,30,4,1.0,5.808538,15.0838,0.887255,26.10102,0.892683,26.70085
0.028,450,0.15,0.85,30,5,0.8,5.769498,14.5198,0.887255,25.661084,0.853659,26.058843
0.028,450,0.15,0.85,30,5,0.9,5.881803,14.5856,0.897059,25.840936,0.882927,26.349169
0.028,450,0.15,0.85,30,5,1.0,5.677483,14.5612,0.887255,25.558942,0.878049,25.916201
0.028,450,0.2,0.8,15,4,0.8,7.490889,12.5807,0.882353,27.047074,0.892683,27.562468
0.028,450,0.2,0.8,15,4,0.9,7.028158,12.4758,0.877451,26.013461,0.878049,26.532141
0.028,450,0.2,0.8,15,4,1.0,7.047124,12.8027,0.882353,26.2145,0.892683,26.896977
0.028,450,0.2,0.8,15,5,0.8,7.719976,11.9583,0.862745,26.89392,0.878049,27.398277
0.028,450,0.2,0.8,15,5,0.9,7.085479,12.0053,0.872549,25.77081,0.868293,26.176265
0.028,450,0.2,0.8,15,5,1.0,7.740102,12.5178,0.887255,27.332945,0.902439,27.997988
0.028,450,0.2,0.8,18,4,0.8,7.393304,12.4309,0.882353,26.835657,0.892683,27.217464
0.028,450,0.2,0.8,18,4,0.9,7.124499,12.6085,0.872549,26.413274,0.873171,26.857489
0.028,450,0.2,0.8,18,4,1.0,7.329257,12.9305,0.877451,26.824314,0.892683,27.589056
0.028,450,0.2,0.8,18,5,0.8,7.485201,11.871,0.867647,26.510689,0.878049,26.841399
0.028,450,0.2,0.8,18,5,0.9,8.071341,12.0886,0.892157,27.863696,0.897561,28.231288
0.028,450,0.2,0.8,18,5,1.0,7.77927,12.4131,0.867647,27.458252,0.887805,27.971612
0.028,450,0.2,0.8,20,4,0.8,7.008652,12.4806,0.872549,26.138777,0.878049,26.497893
0.028,450,0.2,0.8,20,4,0.9,7.444763,12.6741,0.897059,27.082446,0.882927,27.563675
0.028,450,0.2,0.8,20,4,1.0,6.741882,12.7862,0.867647,25.624288,0.873171,26.269927
0.028,450,0.2,0.8,20,5,0.8,7.6124,11.6987,0.872549,26.544684,0.882927,26.923462
0.028,450,0.2,0.8,20,5,0.9,7.823226,12.0678,0.887255,27.29573,0.882927,27.714299
0.028,450,0.2,0.8,20,5,1.0,7.379468,12.3595,0.877451,26.665119,0.892683,27.118455
0.028,450,0.2,0.8,22,4,0.8,6.989064,12.5662,0.882353,26.182954,0.882927,26.544363
0.028,450,0.2,0.8,22,4,0.9,7.551279,12.7719,0.892157,27.298577,0.892683,27.874501
0.028,450,0.2,0.8,22,4,1.0,7.385473,12.8089,0.897059,26.912538,0.902439,27.579826
0.028,450,0.2,0.8,22,5,0.8,7.62456,11.7509,0.887255,26.610859,0.878049,27.000041
0.028,450,0.2,0.8,22,5,0.9,7.569352,11.9236,0.872549,26.726014,0.887805,27.062305
0.028,450,0.2,0.8,22,5,1.0,7.187686,12.5422,0.887255,26.348708,0.873171,26.917593
0.028,450,0.2,0.8,25,4,0.8,7.205473,12.448,0.882353,26.45642,0.878049,26.85894
0.028,450,0.2,0.8,25,4,0.9,7.344728,12.6108,0.887255,26.786829,0.892683,27.30028
0.028,450,0.2,0.8,25,4,1.0,7.258979,13.001,0.882353,26.790884,0.907317,27.518955
0.028,450,0.2,0.8,25,5,0.8,7.25883,11.8927,0.877451,25.984333,0.878049,26.410361
0.028,450,0.2,0.8,25,5,0.9,7.557251,11.9368,0.877451,26.630319,0.868293,27.05127
0.028,450,0.2,0.8,25,5,1.0,7.619652,12.3224,0.887255,27.012521,0.892683,27.561727
0.028,450,0.2,0.8,30,4,0.8,7.040203,12.5577,0.887255,26.178218,0.878049,26.638145
0.028,450,0.2,0.8,30,4,0.9,7.817616,12.4341,0.901961,27.584866,0.897561,28.069361
0.028,450,0.2,0.8,30,4,1.0,7.187956,12.602,0.877451,26.320227,0.902439,26.977924
0.028,450,0.2,0.8,30,5,0.8,7.640559,11.8373,0.882353,26.756514,0.887805,27.118435
0.028,450,0.2,0.8,30,5,0.9,7.168093,12.0889,0.872549,25.936017,0.868293,26.425102
0.028,450,0.2,0.8,30,5,1.0,7.294997,12.3319,0.877451,26.174801,0.882927,26.921897
0.028,500,0.15,0.85,15,4,0.8,6.296817,15.068,0.901961,27.244569,0.892683,27.661682
0.028,500,0.15,0.85,15,4,0.9,5.666198,15.2712,0.877451,26.084166,0.873171,26.603586
0.028,500,0.15,0.85,15,4,1.0,5.727506,15.3803,0.892157,26.198489,0.887805,26.835338
0.028,500,0.15,0.85,15,5,0.8,6.011539,14.4163,0.882353,26.090547,0.868293,26.439397
0.028,500,0.15,0.85,15,5,0.9,5.781169,14.2401,0.872549,25.500558,0.863415,25.80244
0.028,500,0.15,0.85,15,5,1.0,6.1402,14.5171,0.892157,26.238251,0.887805,26.797528
0.028,500,0.15,0.85,18,4,0.8,5.866132,15.0656,0.882353,26.308017,0.858537,26.797827
0.028,500,0.15,0.85,18,4,0.9,5.734905,15.1219,0.877451,26.127838,0.878049,26.5917
0.028,500,0.15,0.85,18,4,1.0,6.140203,15.0693,0.897059,26.859188,0.882927,27.349703
0.028,500,0.15,0.85,18,5,0.8,6.138209,14.4195,0.882353,26.29717,0.882927,26.695878
0.028,500,0.15,0.85,18,5,0.9,5.613865,14.4589,0.877451,25.403455,0.843902,25.686656
0.028,500,0.15,0.85,18,5,1.0,5.972138,14.7734,0.887255,26.298594,0.892683,26.717693
0.028,500,0.15,0.85,20,4,0.8,5.799321,14.9594,0.882353,26.152352,0.873171,26.558042
0.028,500,0.15,0.85,20,4,0.9,5.700922,15.168,0.882353,26.077215,0.882927,26.569802
0.028,500,0.15,0.85,20,4,1.0,5.656,15.0479,0.887255,25.959124,0.882927,26.359899
0.028,500,0.15,0.85,20,5,0.8,6.067088,14.1463,0.877451,26.023697,0.868293,26.280435
0.028,500,0.15,0.85,20,5,0.9,5.928385,14.4948,0.877451,25.961172,0.878049,26.351537
0.028,500,0.15,0.85,20,5,1.0,5.887474,14.2179,0.887255,25.842869,0.873171,25.992897
0.028,500,0.15,0.85,22,4,0.8,5.50299,15.0668,0.882353,25.563603,0.873171,26.072731
0.028,500,0.15,0.85,22,4,0.9,5.444316,14.9269,0.887255,25.376299,0.863415,25.81558
0.028,500,0.15,0.85,22,4,1.0,5.886991,15.2648,0.906863,26.495622,0.897561,27.038737
0.028,500,0.15,0.85,22,5,0.8,6.485571,14.3111,0.877451,26.965085,0.887805,27.282245
0.028,500,0.15,0.85,22,5,0.9,6.259187,14.3395,0.882353,26.504355,0.887805,26.857861
0.028,500,0.15,0.85,22,5,1.0,5.351761,14.2803,0.862745,24.605987,0.882927,24.983811
0.028,500,0.15,0.85,25,4,0.8,5.755164,14.9608,0.887255,26.073859,0.882927,26.471118
0.028,500,0.15,0.85,25,4,0.9,5.417687,14.8882,0.882353,25.301634,0.863415,25.72359
0.028,500,0.15,0.85,25,4,1.0,5.952403,15.125,0.892157,26.53019,0.902439,27.029842
0.028,500,0.15,0.85,25,5,0.8,5.894369,14.4368,0.892157,25.741432,0.873171,26.225491
0.028,500,0.15,0.85,25,5,0.9,5.60191,14.3232,0.882353,25.146015,0.868293,25.526992
0.028,500,0.15,0.85,25,5,1.0,5.413266,14.4257,0.877451,24.882911,0.863415,25.25228
0.028,500,0.15,0.85,30,4,0.8,5.584441,14.8955,0.892157,25.551152,0.878049,26.064391
0.028,500,0.15,0.85,30,4,0.9,5.804293,15.2122,0.887255,26.245658,0.887805,26.820789
0.028,500,0.15,0.85,30,4,1.0,5.833626,14.9606,0.887255,26.047228,0.892683,26.627821
0.028,500,0.15,0.85,30,5,0.8,5.866345,14.3904,0.882353,25.739414,0.858537,26.123124
0.028,500,0.15,0.85,30,5,0.9,5.862858,14.416,0.892157,25.664151,0.863415,26.141738
0.028,500,0.15,0.85,30,5,1.0,5.766658,14.4503,0.892157,25.629516,0.878049,25.983626
0.028,500,0.2,0.8,15,4,0.8,7.538988,12.4218,0.882353,26.972176,0.887805,27.499812
0.028,500,0.2,0.8,15,4,0.9,7.183236,12.4081,0.877451,26.265677,0.878049,26.774617
0.028,500,0.2,0.8,15,4,1.0,6.958976,12.7499,0.882353,25.972901,0.892683,26.667828
0.028,500,0.2,0.8,15,5,0.8,7.707013,11.8304,0.862745,26.754767,0.878049,27.244382
0.028,500,0.2,0.8,15,5,0.9,7.335889,11.8062,0.872549,26.087889,0.868293,26.477986
0.028,500,0.2,0.8,15,5,1.0,7.744447,12.4164,0.887255,27.260167,0.902439,27.905247
0.028,500,0.2,0.8,18,4,0.8,7.555608,12.3245,0.882353,27.069937,0.892683,27.435681
0.028,500,0.2,0.8,18,4,0.9,7.235991,12.4587,0.872549,26.501814,0.873171,26.930654
0.028,500,0.2,0.8,18,4,1.0,7.405845,12.8642,0.877451,26.922164,0.892683,27.675885
0.028,500,0.2,0.8,18,5,0.8,7.71446,11.7385,0.867647,26.832073,0.882927,27.16739
0.028,500,0.2,0.8,18,5,0.9,8.009728,11.9152,0.887255,27.588289,0.882927,27.934608
0.028,500,0.2,0.8,18,5,1.0,7.835092,12.3032,0.867647,27.490257,0.892683,27.973367
0.028,500,0.2,0.8,20,4,0.8,7.083293,12.3677,0.867647,26.16479,0.873171,26.534302
0.028,500,0.2,0.8,20,4,0.9,7.417084,12.4994,0.892157,26.857237,0.882927,27.333597
0.028,500,0.2,0.8,20,4,1.0,6.776616,12.7414,0.867647,25.651782,0.878049,26.294672
0.028,500,0.2,0.8,20,5,0.8,7.658272,11.5463,0.867647,26.507787,0.878049,26.86282
0.028,500,0.2,0.8,20,5,0.9,7.787465,11.9719,0.887255,27.151038,0.882927,27.546796
0.028,500,0.2,0.8,20,5,1.0,7.308531,12.2871,0.877451,26.452397,0.882927,26.904133
0.028,500,0.2,0.8,22,4,0.8,7.075958,12.3804,0.872549,26.168617,0.887805,26.532346
0.028,500,0.2,0.8,22,4,0.9,7.654923,12.6755,0.892157,27.418983,0.897561,27.985335
0.028,500,0.2,0.8,22,4,1.0,7.456069,12.7037,0.897059,26.975074,0.897561,27.615888
0.028,500,0.2,0.8,22,5,0.8,7.584276,11.6521,0.887255,26.455229,0.868293,26.820656
0.028,500,0.2,0.8,22,5,0.9,7.676583,11.8014,0.872549,26.850008,0.887805,27.154548
0.028,500,0.2,0.8,22,5,1.0,7.098038,12.4353,0.882353,26.078004,0.868293,26.631336
0.028,500,0.2,0.8,25,4,0.8,7.102075,12.3067,0.882353,26.122227,0.873171,26.51084
0.028,500,0.2,0.8,25,4,0.9,7.537568,12.502,0.887255,27.089088,0.897561,27.57711
0.028,500,0.2,0.8,25,4,1.0,7.30294,12.9429,0.877451,26.833402,0.907317,27.548768
0.028,500,0.2,0.8,25,5,0.8,7.411957,11.7627,0.877451,26.181759,0.878049,26.586566
0.028,500,0.2,0.8,25,5,0.9,7.592055,11.8688,0.877451,26.640613,0.868293,27.052925
0.028,500,0.2,0.8,25,5,1.0,7.724247,12.2008,0.892157,27.10192,0.892683,27.649273
0.028,500,0.2,0.8,30,4,0.8,7.135133,12.4119,0.882353,26.224379,0.873171,26.682203
0.028,500,0.2,0.8,30,4,0.9,7.911461,12.3471,0.901961,27.691415,0.892683,28.170041
0.028,500,0.2,0.8,30,4,1.0,6.99255,12.5511,0.872549,25.868749,0.902439,26.536214
0.028,500,0.2,0.8,30,5,0.8,7.752909,11.7027,0.882353,26.860501,0.887805,27.208536
0.028,500,0.2,0.8,30,5,0.9,7.254537,11.9702,0.872549,26.01252,0.868293,26.479232
0.028,500,0.2,0.8,30,5,1.0,7.372697,12.234,0.877451,26.245407,0.878049,26.979361
0.028,550,0.15,0.85,15,4,0.8,6.372003,14.9315,0.901961,27.261636,0.892683,27.675459
0.028,550,0.15,0.85,15,4,0.9,6.005317,15.0704,0.877451,26.581686,0.882927,27.080991
0.028,550,0.15,0.85,15,4,1.0,5.761382,15.247,0.892157,26.141627,0.887805,26.769758
0.028,550,0.15,0.85,15,5,0.8,6.060056,14.2134,0.882353,25.984557,0.868293,26.333528
0.028,550,0.15,0.85,15,5,0.9,5.788936,14.1305,0.872549,25.39636,0.863415,25.708368
0.028,550,0.15,0.85,15,5,1.0,6.139496,14.4484,0.892157,26.15504,0.882927,26.727368
0.028,550,0.15,0.85,18,4,0.8,5.814675,14.9656,0.882353,26.079763,0.858537,26.594928
0.028,550,0.15,0.85,18,4,0.9,5.884076,15.0012,0.877451,26.300448,0.882927,26.769336
0.028,550,0.15,0.85,18,4,1.0,6.20988,14.9123,0.897059,26.852038,0.882927,27.332086
0.028,550,0.15,0.85,18,5,0.8,6.095324,14.3059,0.877451,26.090539,0.878049,26.496571
0.028,550,0.15,0.85,18,5,0.9,5.734735,14.3214,0.877451,25.503492,0.84878,25.790842
0.028,550,0.15,0.85,18,5,1.0,5.981798,14.6515,0.887255,26.213599,0.892683,26.615112
0.028,550,0.15,0.85,20,4,0.8,5.796887,14.8595,0.882353,26.012841,0.873171,26.453256
0.028,550,0.15,0.85,20,4,0.9,5.678157,15.017,0.877451,25.89042,0.868293,26.373276
0.028,550,0.15,0.85,20,4,1.0,5.600698,14.9178,0.882353,25.732761,0.882927,26.119223
0.028,550,0.15,0.85,20,5,0.8,5.980612,14.0474,0.872549,25.73257,0.868293,26.00859
0.028,550,0.15,0.85,20,5,0.9,6.099329,14.3696,0.877451,26.19283,0.878049,26.568247
0.028,550,0.15,0.85,20,5,1.0,5.900123,14.1592,0.887255,25.79816,0.868293,25.95943
0.028,550,0.15,0.85,22,4,0.8,5.56735,14.9699,0.882353,25.610881,0.868293,26.104588
